condition,left_writer,right_writer,left_page_id,right_page_id,left_filename,right_filename,label,score
cross_variable_variable,5,5,1,3,0005_1.jpg,0005_3.jpg,1,0.7213324308395386
cross_variable_variable,5,9,1,3,0005_1.jpg,0009_3.jpg,0,0.5115432143211365
cross_variable_variable,5,10,1,3,0005_1.jpg,0010_3.jpg,0,0.6262641549110413
cross_variable_variable,5,28,1,3,0005_1.jpg,0028_3.jpg,0,0.3694247007369995
cross_variable_variable,5,32,1,3,0005_1.jpg,0032_3.jpg,0,0.7864189743995667
cross_variable_variable,5,33,1,3,0005_1.jpg,0033_3.jpg,0,0.718113899230957
cross_variable_variable,5,34,1,3,0005_1.jpg,0034_3.jpg,0,0.8002756834030151
cross_variable_variable,5,44,1,3,0005_1.jpg,0044_3.jpg,0,0.5974558591842651
cross_variable_variable,5,51,1,3,0005_1.jpg,0051_3.jpg,0,0.38654470443725586
cross_variable_variable,5,54,1,3,0005_1.jpg,0054_3.jpg,0,0.7348955273628235
cross_variable_variable,5,63,1,3,0005_1.jpg,0063_3.jpg,0,0.6053122878074646
cross_variable_variable,5,68,1,3,0005_1.jpg,0068_3.jpg,0,0.8748154640197754
cross_variable_variable,5,69,1,3,0005_1.jpg,0069_3.jpg,0,0.6481120586395264
cross_variable_variable,5,73,1,3,0005_1.jpg,0073_3.jpg,0,0.5331836938858032
cross_variable_variable,5,95,1,3,0005_1.jpg,0095_3.jpg,0,0.8483202457427979
cross_variable_variable,5,121,1,3,0005_1.jpg,0121_3.jpg,0,0.8103485107421875
cross_variable_variable,5,128,1,3,0005_1.jpg,0128_3.jpg,0,0.5896505117416382
cross_variable_variable,5,129,1,3,0005_1.jpg,0129_3.jpg,0,0.43632879853248596
cross_variable_variable,5,131,1,3,0005_1.jpg,0131_3.jpg,0,0.4900984764099121
cross_variable_variable,5,139,1,3,0005_1.jpg,0139_3.jpg,0,0.5207558870315552
cross_variable_variable,5,144,1,3,0005_1.jpg,0144_3.jpg,0,0.7086184024810791
cross_variable_variable,5,145,1,3,0005_1.jpg,0145_3.jpg,0,0.5215963125228882
cross_variable_variable,5,150,1,3,0005_1.jpg,0150_3.jpg,0,0.43171411752700806
cross_variable_variable,5,160,1,3,0005_1.jpg,0160_3.jpg,0,0.7243877649307251
cross_variable_variable,5,165,1,3,0005_1.jpg,0165_3.jpg,0,0.12308503687381744
cross_variable_variable,5,166,1,3,0005_1.jpg,0166_3.jpg,0,0.27725905179977417
cross_variable_variable,5,170,1,3,0005_1.jpg,0170_3.jpg,0,0.3331107497215271
cross_variable_variable,5,174,1,3,0005_1.jpg,0174_3.jpg,0,0.41826972365379333
cross_variable_variable,5,176,1,3,0005_1.jpg,0176_3.jpg,0,0.13108454644680023
cross_variable_variable,5,193,1,3,0005_1.jpg,0193_3.jpg,0,0.34492307901382446
cross_variable_variable,5,202,1,3,0005_1.jpg,0202_3.jpg,0,0.7873865962028503
cross_variable_variable,5,205,1,3,0005_1.jpg,0205_3.jpg,0,0.6772629618644714
cross_variable_variable,5,210,1,3,0005_1.jpg,0210_3.jpg,0,0.17648492753505707
cross_variable_variable,5,218,1,3,0005_1.jpg,0218_3.jpg,0,0.5462944507598877
cross_variable_variable,5,222,1,3,0005_1.jpg,0222_3.jpg,0,0.7644367218017578
cross_variable_variable,5,238,1,3,0005_1.jpg,0238_3.jpg,0,0.5582975149154663
cross_variable_variable,5,253,1,3,0005_1.jpg,0253_3.jpg,0,0.7898821830749512
cross_variable_variable,5,254,1,3,0005_1.jpg,0254_3.jpg,0,0.48689329624176025
cross_variable_variable,5,257,1,3,0005_1.jpg,0257_3.jpg,0,0.4234875738620758
cross_variable_variable,5,258,1,3,0005_1.jpg,0258_3.jpg,0,0.6161880493164062
cross_variable_variable,5,268,1,3,0005_1.jpg,0268_3.jpg,0,0.4168953001499176
cross_variable_variable,5,269,1,3,0005_1.jpg,0269_3.jpg,0,0.7989915013313293
cross_variable_variable,5,270,1,3,0005_1.jpg,0270_3.jpg,0,0.5194831490516663
cross_variable_variable,5,277,1,3,0005_1.jpg,0277_3.jpg,0,0.6651155352592468
cross_variable_variable,5,278,1,3,0005_1.jpg,0278_3.jpg,0,0.8695169687271118
cross_variable_variable,9,5,1,3,0009_1.jpg,0005_3.jpg,0,0.7538600564002991
cross_variable_variable,9,9,1,3,0009_1.jpg,0009_3.jpg,1,0.8524298071861267
cross_variable_variable,9,10,1,3,0009_1.jpg,0010_3.jpg,0,0.7512264251708984
cross_variable_variable,9,28,1,3,0009_1.jpg,0028_3.jpg,0,0.5445524454116821
cross_variable_variable,9,32,1,3,0009_1.jpg,0032_3.jpg,0,0.6773657202720642
cross_variable_variable,9,33,1,3,0009_1.jpg,0033_3.jpg,0,0.7277758717536926
cross_variable_variable,9,34,1,3,0009_1.jpg,0034_3.jpg,0,0.6485397815704346
cross_variable_variable,9,44,1,3,0009_1.jpg,0044_3.jpg,0,0.5455173254013062
cross_variable_variable,9,51,1,3,0009_1.jpg,0051_3.jpg,0,0.6960732340812683
cross_variable_variable,9,54,1,3,0009_1.jpg,0054_3.jpg,0,0.7166381478309631
cross_variable_variable,9,63,1,3,0009_1.jpg,0063_3.jpg,0,0.7229506373405457
cross_variable_variable,9,68,1,3,0009_1.jpg,0068_3.jpg,0,0.6075162887573242
cross_variable_variable,9,69,1,3,0009_1.jpg,0069_3.jpg,0,0.8014757633209229
cross_variable_variable,9,73,1,3,0009_1.jpg,0073_3.jpg,0,0.4639776349067688
cross_variable_variable,9,95,1,3,0009_1.jpg,0095_3.jpg,0,0.7284712195396423
cross_variable_variable,9,121,1,3,0009_1.jpg,0121_3.jpg,0,0.5248818397521973
cross_variable_variable,9,128,1,3,0009_1.jpg,0128_3.jpg,0,0.872708261013031
cross_variable_variable,9,129,1,3,0009_1.jpg,0129_3.jpg,0,0.781069815158844
cross_variable_variable,9,131,1,3,0009_1.jpg,0131_3.jpg,0,0.32061681151390076
cross_variable_variable,9,139,1,3,0009_1.jpg,0139_3.jpg,0,0.6901640295982361
cross_variable_variable,9,144,1,3,0009_1.jpg,0144_3.jpg,0,0.9201533794403076
cross_variable_variable,9,145,1,3,0009_1.jpg,0145_3.jpg,0,0.7757230997085571
cross_variable_variable,9,150,1,3,0009_1.jpg,0150_3.jpg,0,0.28493744134902954
cross_variable_variable,9,160,1,3,0009_1.jpg,0160_3.jpg,0,0.6910313963890076
cross_variable_variable,9,165,1,3,0009_1.jpg,0165_3.jpg,0,0.4492524564266205
cross_variable_variable,9,166,1,3,0009_1.jpg,0166_3.jpg,0,0.5189403891563416
cross_variable_variable,9,170,1,3,0009_1.jpg,0170_3.jpg,0,0.7340113520622253
cross_variable_variable,9,174,1,3,0009_1.jpg,0174_3.jpg,0,0.784980297088623
cross_variable_variable,9,176,1,3,0009_1.jpg,0176_3.jpg,0,0.26319608092308044
cross_variable_variable,9,193,1,3,0009_1.jpg,0193_3.jpg,0,0.24464213848114014
cross_variable_variable,9,202,1,3,0009_1.jpg,0202_3.jpg,0,0.590877115726471
cross_variable_variable,9,205,1,3,0009_1.jpg,0205_3.jpg,0,0.7501286864280701
cross_variable_variable,9,210,1,3,0009_1.jpg,0210_3.jpg,0,0.6630282998085022
cross_variable_variable,9,218,1,3,0009_1.jpg,0218_3.jpg,0,0.3083247244358063
cross_variable_variable,9,222,1,3,0009_1.jpg,0222_3.jpg,0,0.7010586261749268
cross_variable_variable,9,238,1,3,0009_1.jpg,0238_3.jpg,0,0.5492361187934875
cross_variable_variable,9,253,1,3,0009_1.jpg,0253_3.jpg,0,0.5487106442451477
cross_variable_variable,9,254,1,3,0009_1.jpg,0254_3.jpg,0,0.735348105430603
cross_variable_variable,9,257,1,3,0009_1.jpg,0257_3.jpg,0,0.6976827383041382
cross_variable_variable,9,258,1,3,0009_1.jpg,0258_3.jpg,0,0.7790790796279907
cross_variable_variable,9,268,1,3,0009_1.jpg,0268_3.jpg,0,0.6530253291130066
cross_variable_variable,9,269,1,3,0009_1.jpg,0269_3.jpg,0,0.6627390384674072
cross_variable_variable,9,270,1,3,0009_1.jpg,0270_3.jpg,0,0.7862886786460876
cross_variable_variable,9,277,1,3,0009_1.jpg,0277_3.jpg,0,0.9318157434463501
cross_variable_variable,9,278,1,3,0009_1.jpg,0278_3.jpg,0,0.7169755101203918
cross_variable_variable,10,5,1,3,0010_1.jpg,0005_3.jpg,0,0.42160725593566895
cross_variable_variable,10,9,1,3,0010_1.jpg,0009_3.jpg,0,0.3549596667289734
cross_variable_variable,10,10,1,3,0010_1.jpg,0010_3.jpg,1,0.487739622592926
cross_variable_variable,10,28,1,3,0010_1.jpg,0028_3.jpg,0,0.6511980295181274
cross_variable_variable,10,32,1,3,0010_1.jpg,0032_3.jpg,0,0.21016854047775269
cross_variable_variable,10,33,1,3,0010_1.jpg,0033_3.jpg,0,0.26212558150291443
cross_variable_variable,10,34,1,3,0010_1.jpg,0034_3.jpg,0,0.3297352194786072
cross_variable_variable,10,44,1,3,0010_1.jpg,0044_3.jpg,0,0.42997610569000244
cross_variable_variable,10,51,1,3,0010_1.jpg,0051_3.jpg,0,0.5244989395141602
cross_variable_variable,10,54,1,3,0010_1.jpg,0054_3.jpg,0,0.3867005705833435
cross_variable_variable,10,63,1,3,0010_1.jpg,0063_3.jpg,0,0.28538191318511963
cross_variable_variable,10,68,1,3,0010_1.jpg,0068_3.jpg,0,0.26808688044548035
cross_variable_variable,10,69,1,3,0010_1.jpg,0069_3.jpg,0,0.45786619186401367
cross_variable_variable,10,73,1,3,0010_1.jpg,0073_3.jpg,0,0.5393211841583252
cross_variable_variable,10,95,1,3,0010_1.jpg,0095_3.jpg,0,0.48001739382743835
cross_variable_variable,10,121,1,3,0010_1.jpg,0121_3.jpg,0,0.37675148248672485
cross_variable_variable,10,128,1,3,0010_1.jpg,0128_3.jpg,0,0.31590405106544495
cross_variable_variable,10,129,1,3,0010_1.jpg,0129_3.jpg,0,0.29401347041130066
cross_variable_variable,10,131,1,3,0010_1.jpg,0131_3.jpg,0,0.561309278011322
cross_variable_variable,10,139,1,3,0010_1.jpg,0139_3.jpg,0,0.47224047780036926
cross_variable_variable,10,144,1,3,0010_1.jpg,0144_3.jpg,0,0.28209030628204346
cross_variable_variable,10,145,1,3,0010_1.jpg,0145_3.jpg,0,0.44200366735458374
cross_variable_variable,10,150,1,3,0010_1.jpg,0150_3.jpg,0,0.714802086353302
cross_variable_variable,10,160,1,3,0010_1.jpg,0160_3.jpg,0,0.14111503958702087
cross_variable_variable,10,165,1,3,0010_1.jpg,0165_3.jpg,0,0.3319361209869385
cross_variable_variable,10,166,1,3,0010_1.jpg,0166_3.jpg,0,0.688440203666687
cross_variable_variable,10,170,1,3,0010_1.jpg,0170_3.jpg,0,0.3604409992694855
cross_variable_variable,10,174,1,3,0010_1.jpg,0174_3.jpg,0,0.056776389479637146
cross_variable_variable,10,176,1,3,0010_1.jpg,0176_3.jpg,0,0.5582641363143921
cross_variable_variable,10,193,1,3,0010_1.jpg,0193_3.jpg,0,0.7409099340438843
cross_variable_variable,10,202,1,3,0010_1.jpg,0202_3.jpg,0,0.4071682095527649
cross_variable_variable,10,205,1,3,0010_1.jpg,0205_3.jpg,0,0.1416877806186676
cross_variable_variable,10,210,1,3,0010_1.jpg,0210_3.jpg,0,0.2426210343837738
cross_variable_variable,10,218,1,3,0010_1.jpg,0218_3.jpg,0,0.6361963152885437
cross_variable_variable,10,222,1,3,0010_1.jpg,0222_3.jpg,0,0.06260985881090164
cross_variable_variable,10,238,1,3,0010_1.jpg,0238_3.jpg,0,0.18427570164203644
cross_variable_variable,10,253,1,3,0010_1.jpg,0253_3.jpg,0,0.47438710927963257
cross_variable_variable,10,254,1,3,0010_1.jpg,0254_3.jpg,0,0.004969301167875528
cross_variable_variable,10,257,1,3,0010_1.jpg,0257_3.jpg,0,0.04736257344484329
cross_variable_variable,10,258,1,3,0010_1.jpg,0258_3.jpg,0,-0.08274522423744202
cross_variable_variable,10,268,1,3,0010_1.jpg,0268_3.jpg,0,0.1408640742301941
cross_variable_variable,10,269,1,3,0010_1.jpg,0269_3.jpg,0,0.1385968029499054
cross_variable_variable,10,270,1,3,0010_1.jpg,0270_3.jpg,0,0.2711183428764343
cross_variable_variable,10,277,1,3,0010_1.jpg,0277_3.jpg,0,0.3689797818660736
cross_variable_variable,10,278,1,3,0010_1.jpg,0278_3.jpg,0,0.42379501461982727
cross_variable_variable,28,5,1,3,0028_1.jpg,0005_3.jpg,0,0.6302134990692139
cross_variable_variable,28,9,1,3,0028_1.jpg,0009_3.jpg,0,0.49997004866600037
cross_variable_variable,28,10,1,3,0028_1.jpg,0010_3.jpg,0,0.484422892332077
cross_variable_variable,28,28,1,3,0028_1.jpg,0028_3.jpg,1,0.8266070485115051
cross_variable_variable,28,32,1,3,0028_1.jpg,0032_3.jpg,0,0.3864111602306366
cross_variable_variable,28,33,1,3,0028_1.jpg,0033_3.jpg,0,0.313802570104599
cross_variable_variable,28,34,1,3,0028_1.jpg,0034_3.jpg,0,0.5121249556541443
cross_variable_variable,28,44,1,3,0028_1.jpg,0044_3.jpg,0,0.6708823442459106
cross_variable_variable,28,51,1,3,0028_1.jpg,0051_3.jpg,0,0.507407009601593
cross_variable_variable,28,54,1,3,0028_1.jpg,0054_3.jpg,0,0.5627316236495972
cross_variable_variable,28,63,1,3,0028_1.jpg,0063_3.jpg,0,0.5346154570579529
cross_variable_variable,28,68,1,3,0028_1.jpg,0068_3.jpg,0,0.4621741771697998
cross_variable_variable,28,69,1,3,0028_1.jpg,0069_3.jpg,0,0.6055115461349487
cross_variable_variable,28,73,1,3,0028_1.jpg,0073_3.jpg,0,0.6112043261528015
cross_variable_variable,28,95,1,3,0028_1.jpg,0095_3.jpg,0,0.5995168685913086
cross_variable_variable,28,121,1,3,0028_1.jpg,0121_3.jpg,0,0.4785587191581726
cross_variable_variable,28,128,1,3,0028_1.jpg,0128_3.jpg,0,0.5157898664474487
cross_variable_variable,28,129,1,3,0028_1.jpg,0129_3.jpg,0,0.4565507769584656
cross_variable_variable,28,131,1,3,0028_1.jpg,0131_3.jpg,0,0.7144598960876465
cross_variable_variable,28,139,1,3,0028_1.jpg,0139_3.jpg,0,0.41385728120803833
cross_variable_variable,28,144,1,3,0028_1.jpg,0144_3.jpg,0,0.4593086540699005
cross_variable_variable,28,145,1,3,0028_1.jpg,0145_3.jpg,0,0.4957163333892822
cross_variable_variable,28,150,1,3,0028_1.jpg,0150_3.jpg,0,0.8015443086624146
cross_variable_variable,28,160,1,3,0028_1.jpg,0160_3.jpg,0,0.3612675964832306
cross_variable_variable,28,165,1,3,0028_1.jpg,0165_3.jpg,0,0.5305309891700745
cross_variable_variable,28,166,1,3,0028_1.jpg,0166_3.jpg,0,0.7748311161994934
cross_variable_variable,28,170,1,3,0028_1.jpg,0170_3.jpg,0,0.3899098336696625
cross_variable_variable,28,174,1,3,0028_1.jpg,0174_3.jpg,0,0.2044173777103424
cross_variable_variable,28,176,1,3,0028_1.jpg,0176_3.jpg,0,0.6527292728424072
cross_variable_variable,28,193,1,3,0028_1.jpg,0193_3.jpg,0,0.6675245761871338
cross_variable_variable,28,202,1,3,0028_1.jpg,0202_3.jpg,0,0.4898064434528351
cross_variable_variable,28,205,1,3,0028_1.jpg,0205_3.jpg,0,0.22117744386196136
cross_variable_variable,28,210,1,3,0028_1.jpg,0210_3.jpg,0,0.4030308425426483
cross_variable_variable,28,218,1,3,0028_1.jpg,0218_3.jpg,0,0.7131324410438538
cross_variable_variable,28,222,1,3,0028_1.jpg,0222_3.jpg,0,0.20316298305988312
cross_variable_variable,28,238,1,3,0028_1.jpg,0238_3.jpg,0,0.30429163575172424
cross_variable_variable,28,253,1,3,0028_1.jpg,0253_3.jpg,0,0.659635066986084
cross_variable_variable,28,254,1,3,0028_1.jpg,0254_3.jpg,0,0.08591394871473312
cross_variable_variable,28,257,1,3,0028_1.jpg,0257_3.jpg,0,0.11809418350458145
cross_variable_variable,28,258,1,3,0028_1.jpg,0258_3.jpg,0,0.17140430212020874
cross_variable_variable,28,268,1,3,0028_1.jpg,0268_3.jpg,0,0.15447139739990234
cross_variable_variable,28,269,1,3,0028_1.jpg,0269_3.jpg,0,0.2638642191886902
cross_variable_variable,28,270,1,3,0028_1.jpg,0270_3.jpg,0,0.3955936133861542
cross_variable_variable,28,277,1,3,0028_1.jpg,0277_3.jpg,0,0.5504950881004333
cross_variable_variable,28,278,1,3,0028_1.jpg,0278_3.jpg,0,0.5637816786766052
cross_variable_variable,32,5,1,3,0032_1.jpg,0005_3.jpg,0,0.5760266184806824
cross_variable_variable,32,9,1,3,0032_1.jpg,0009_3.jpg,0,0.4578964412212372
cross_variable_variable,32,10,1,3,0032_1.jpg,0010_3.jpg,0,0.3870646059513092
cross_variable_variable,32,28,1,3,0032_1.jpg,0028_3.jpg,0,0.6155297756195068
cross_variable_variable,32,32,1,3,0032_1.jpg,0032_3.jpg,1,0.8031575679779053
cross_variable_variable,32,33,1,3,0032_1.jpg,0033_3.jpg,0,0.40524062514305115
cross_variable_variable,32,34,1,3,0032_1.jpg,0034_3.jpg,0,0.7628214955329895
cross_variable_variable,32,44,1,3,0032_1.jpg,0044_3.jpg,0,0.807746946811676
cross_variable_variable,32,51,1,3,0032_1.jpg,0051_3.jpg,0,0.15019170939922333
cross_variable_variable,32,54,1,3,0032_1.jpg,0054_3.jpg,0,0.773160994052887
cross_variable_variable,32,63,1,3,0032_1.jpg,0063_3.jpg,0,0.678566038608551
cross_variable_variable,32,68,1,3,0032_1.jpg,0068_3.jpg,0,0.6860747933387756
cross_variable_variable,32,69,1,3,0032_1.jpg,0069_3.jpg,0,0.42549076676368713
cross_variable_variable,32,73,1,3,0032_1.jpg,0073_3.jpg,0,0.8132783770561218
cross_variable_variable,32,95,1,3,0032_1.jpg,0095_3.jpg,0,0.6232426166534424
cross_variable_variable,32,121,1,3,0032_1.jpg,0121_3.jpg,0,0.7705907821655273
cross_variable_variable,32,128,1,3,0032_1.jpg,0128_3.jpg,0,0.5591873526573181
cross_variable_variable,32,129,1,3,0032_1.jpg,0129_3.jpg,0,0.24050086736679077
cross_variable_variable,32,131,1,3,0032_1.jpg,0131_3.jpg,0,0.8179966807365417
cross_variable_variable,32,139,1,3,0032_1.jpg,0139_3.jpg,0,0.18362782895565033
cross_variable_variable,32,144,1,3,0032_1.jpg,0144_3.jpg,0,0.4477454125881195
cross_variable_variable,32,145,1,3,0032_1.jpg,0145_3.jpg,0,0.29300880432128906
cross_variable_variable,32,150,1,3,0032_1.jpg,0150_3.jpg,0,0.6731603145599365
cross_variable_variable,32,160,1,3,0032_1.jpg,0160_3.jpg,0,0.65532386302948
cross_variable_variable,32,165,1,3,0032_1.jpg,0165_3.jpg,0,0.38595259189605713
cross_variable_variable,32,166,1,3,0032_1.jpg,0166_3.jpg,0,0.48292455077171326
cross_variable_variable,32,170,1,3,0032_1.jpg,0170_3.jpg,0,0.09805615991353989
cross_variable_variable,32,174,1,3,0032_1.jpg,0174_3.jpg,0,0.3068768084049225
cross_variable_variable,32,176,1,3,0032_1.jpg,0176_3.jpg,0,0.5518149733543396
cross_variable_variable,32,193,1,3,0032_1.jpg,0193_3.jpg,0,0.3223361372947693
cross_variable_variable,32,202,1,3,0032_1.jpg,0202_3.jpg,0,0.7460892796516418
cross_variable_variable,32,205,1,3,0032_1.jpg,0205_3.jpg,0,0.385856956243515
cross_variable_variable,32,210,1,3,0032_1.jpg,0210_3.jpg,0,0.18385612964630127
cross_variable_variable,32,218,1,3,0032_1.jpg,0218_3.jpg,0,0.7499467134475708
cross_variable_variable,32,222,1,3,0032_1.jpg,0222_3.jpg,0,0.6276541948318481
cross_variable_variable,32,238,1,3,0032_1.jpg,0238_3.jpg,0,0.6238429546356201
cross_variable_variable,32,253,1,3,0032_1.jpg,0253_3.jpg,0,0.887274980545044
cross_variable_variable,32,254,1,3,0032_1.jpg,0254_3.jpg,0,0.14983944594860077
cross_variable_variable,32,257,1,3,0032_1.jpg,0257_3.jpg,0,0.01176356803625822
cross_variable_variable,32,258,1,3,0032_1.jpg,0258_3.jpg,0,0.48715996742248535
cross_variable_variable,32,268,1,3,0032_1.jpg,0268_3.jpg,0,0.003676789812743664
cross_variable_variable,32,269,1,3,0032_1.jpg,0269_3.jpg,0,0.46412837505340576
cross_variable_variable,32,270,1,3,0032_1.jpg,0270_3.jpg,0,0.25408735871315
cross_variable_variable,32,277,1,3,0032_1.jpg,0277_3.jpg,0,0.649170994758606
cross_variable_variable,32,278,1,3,0032_1.jpg,0278_3.jpg,0,0.7652363777160645
cross_variable_variable,33,5,1,3,0033_1.jpg,0005_3.jpg,0,0.6369345784187317
cross_variable_variable,33,9,1,3,0033_1.jpg,0009_3.jpg,0,0.7672203779220581
cross_variable_variable,33,10,1,3,0033_1.jpg,0010_3.jpg,0,0.6760064363479614
cross_variable_variable,33,28,1,3,0033_1.jpg,0028_3.jpg,0,0.3171871602535248
cross_variable_variable,33,32,1,3,0033_1.jpg,0032_3.jpg,0,0.7558531761169434
cross_variable_variable,33,33,1,3,0033_1.jpg,0033_3.jpg,1,0.7999597191810608
cross_variable_variable,33,34,1,3,0033_1.jpg,0034_3.jpg,0,0.7247238159179688
cross_variable_variable,33,44,1,3,0033_1.jpg,0044_3.jpg,0,0.49380582571029663
cross_variable_variable,33,51,1,3,0033_1.jpg,0051_3.jpg,0,0.5359700322151184
cross_variable_variable,33,54,1,3,0033_1.jpg,0054_3.jpg,0,0.7518247365951538
cross_variable_variable,33,63,1,3,0033_1.jpg,0063_3.jpg,0,0.7877808213233948
cross_variable_variable,33,68,1,3,0033_1.jpg,0068_3.jpg,0,0.628290057182312
cross_variable_variable,33,69,1,3,0033_1.jpg,0069_3.jpg,0,0.7442172169685364
cross_variable_variable,33,73,1,3,0033_1.jpg,0073_3.jpg,0,0.43866461515426636
cross_variable_variable,33,95,1,3,0033_1.jpg,0095_3.jpg,0,0.68742835521698
cross_variable_variable,33,121,1,3,0033_1.jpg,0121_3.jpg,0,0.573965847492218
cross_variable_variable,33,128,1,3,0033_1.jpg,0128_3.jpg,0,0.8251031637191772
cross_variable_variable,33,129,1,3,0033_1.jpg,0129_3.jpg,0,0.7366382479667664
cross_variable_variable,33,131,1,3,0033_1.jpg,0131_3.jpg,0,0.22929319739341736
cross_variable_variable,33,139,1,3,0033_1.jpg,0139_3.jpg,0,0.6101105213165283
cross_variable_variable,33,144,1,3,0033_1.jpg,0144_3.jpg,0,0.9085029363632202
cross_variable_variable,33,145,1,3,0033_1.jpg,0145_3.jpg,0,0.6703848838806152
cross_variable_variable,33,150,1,3,0033_1.jpg,0150_3.jpg,0,0.01658746972680092
cross_variable_variable,33,160,1,3,0033_1.jpg,0160_3.jpg,0,0.7989519834518433
cross_variable_variable,33,165,1,3,0033_1.jpg,0165_3.jpg,0,0.3396957218647003
cross_variable_variable,33,166,1,3,0033_1.jpg,0166_3.jpg,0,0.26396283507347107
cross_variable_variable,33,170,1,3,0033_1.jpg,0170_3.jpg,0,0.6499509215354919
cross_variable_variable,33,174,1,3,0033_1.jpg,0174_3.jpg,0,0.8276968002319336
cross_variable_variable,33,176,1,3,0033_1.jpg,0176_3.jpg,0,0.06297744065523148
cross_variable_variable,33,193,1,3,0033_1.jpg,0193_3.jpg,0,-0.022874778136610985
cross_variable_variable,33,202,1,3,0033_1.jpg,0202_3.jpg,0,0.5934897661209106
cross_variable_variable,33,205,1,3,0033_1.jpg,0205_3.jpg,0,0.8393648266792297
cross_variable_variable,33,210,1,3,0033_1.jpg,0210_3.jpg,0,0.549264132976532
cross_variable_variable,33,218,1,3,0033_1.jpg,0218_3.jpg,0,0.15627498924732208
cross_variable_variable,33,222,1,3,0033_1.jpg,0222_3.jpg,0,0.8298879265785217
cross_variable_variable,33,238,1,3,0033_1.jpg,0238_3.jpg,0,0.5894713997840881
cross_variable_variable,33,253,1,3,0033_1.jpg,0253_3.jpg,0,0.5092885494232178
cross_variable_variable,33,254,1,3,0033_1.jpg,0254_3.jpg,0,0.8514696955680847
cross_variable_variable,33,257,1,3,0033_1.jpg,0257_3.jpg,0,0.7644442915916443
cross_variable_variable,33,258,1,3,0033_1.jpg,0258_3.jpg,0,0.8664288520812988
cross_variable_variable,33,268,1,3,0033_1.jpg,0268_3.jpg,0,0.7091487050056458
cross_variable_variable,33,269,1,3,0033_1.jpg,0269_3.jpg,0,0.7807290554046631
cross_variable_variable,33,270,1,3,0033_1.jpg,0270_3.jpg,0,0.7591392993927002
cross_variable_variable,33,277,1,3,0033_1.jpg,0277_3.jpg,0,0.8788820505142212
cross_variable_variable,33,278,1,3,0033_1.jpg,0278_3.jpg,0,0.7052738666534424
cross_variable_variable,34,5,1,3,0034_1.jpg,0005_3.jpg,0,0.6471078395843506
cross_variable_variable,34,9,1,3,0034_1.jpg,0009_3.jpg,0,0.5785701870918274
cross_variable_variable,34,10,1,3,0034_1.jpg,0010_3.jpg,0,0.4323475658893585
cross_variable_variable,34,28,1,3,0034_1.jpg,0028_3.jpg,0,0.48149916529655457
cross_variable_variable,34,32,1,3,0034_1.jpg,0032_3.jpg,0,0.829531729221344
cross_variable_variable,34,33,1,3,0034_1.jpg,0033_3.jpg,0,0.5578797459602356
cross_variable_variable,34,34,1,3,0034_1.jpg,0034_3.jpg,1,0.861190915107727
cross_variable_variable,34,44,1,3,0034_1.jpg,0044_3.jpg,0,0.7807539105415344
cross_variable_variable,34,51,1,3,0034_1.jpg,0051_3.jpg,0,0.18848584592342377
cross_variable_variable,34,54,1,3,0034_1.jpg,0054_3.jpg,0,0.7994492053985596
cross_variable_variable,34,63,1,3,0034_1.jpg,0063_3.jpg,0,0.7818604707717896
cross_variable_variable,34,68,1,3,0034_1.jpg,0068_3.jpg,0,0.7366757988929749
cross_variable_variable,34,69,1,3,0034_1.jpg,0069_3.jpg,0,0.6489771008491516
cross_variable_variable,34,73,1,3,0034_1.jpg,0073_3.jpg,0,0.5957782864570618
cross_variable_variable,34,95,1,3,0034_1.jpg,0095_3.jpg,0,0.6501909494400024
cross_variable_variable,34,121,1,3,0034_1.jpg,0121_3.jpg,0,0.7839317917823792
cross_variable_variable,34,128,1,3,0034_1.jpg,0128_3.jpg,0,0.7013164758682251
cross_variable_variable,34,129,1,3,0034_1.jpg,0129_3.jpg,0,0.4819597601890564
cross_variable_variable,34,131,1,3,0034_1.jpg,0131_3.jpg,0,0.6204819679260254
cross_variable_variable,34,139,1,3,0034_1.jpg,0139_3.jpg,0,0.23588299751281738
cross_variable_variable,34,144,1,3,0034_1.jpg,0144_3.jpg,0,0.6533605456352234
cross_variable_variable,34,145,1,3,0034_1.jpg,0145_3.jpg,0,0.3755486309528351
cross_variable_variable,34,150,1,3,0034_1.jpg,0150_3.jpg,0,0.38380691409111023
cross_variable_variable,34,160,1,3,0034_1.jpg,0160_3.jpg,0,0.778603732585907
cross_variable_variable,34,165,1,3,0034_1.jpg,0165_3.jpg,0,0.41870543360710144
cross_variable_variable,34,166,1,3,0034_1.jpg,0166_3.jpg,0,0.3405671715736389
cross_variable_variable,34,170,1,3,0034_1.jpg,0170_3.jpg,0,0.20820045471191406
cross_variable_variable,34,174,1,3,0034_1.jpg,0174_3.jpg,0,0.5505523085594177
