role,condition,arabic_writer,english_writer,arabic_filename,english_filename,label,cls_cosine,foreground_mean_cosine,mutual_nearest_token,mutual_match_count,mutual_match_fraction,cls_z_frozen,mutual_local_z_frozen,cls_mutual_equal_fusion
monitor,cross_variable_variable,5,5,0005_1.jpg,0005_3.jpg,1,0.5160395503044128,0.8255783319473267,0.8480257391929626,36,0.13688212927756654,-0.5188179763922711,0.9430372909907725,0.2121096572992507
monitor,cross_variable_variable,5,9,0005_1.jpg,0009_3.jpg,0,0.4636986553668976,0.7556120753288269,0.763992965221405,46,0.18110236220472442,-1.3165724995460069,-1.2830594834842433,-1.299815991515125
monitor,cross_variable_variable,5,10,0005_1.jpg,0010_3.jpg,0,0.4717952013015747,0.7747922539710999,0.8039791584014893,35,0.1282051282051282,-1.1931688751138776,-0.22379258731051407,-0.7084807312121958
monitor,cross_variable_variable,5,28,0005_1.jpg,0028_3.jpg,0,0.42771515250205994,0.7927602529525757,0.8041934370994568,30,0.14492753623188406,-1.8650155898601668,-0.21811616969581443,-1.0415658797779905
monitor,cross_variable_variable,5,32,0005_1.jpg,0032_3.jpg,0,0.5221128463745117,0.8106164932250977,0.8409616947174072,27,0.14673913043478262,-0.4262517446502047,0.7559049867887898,0.16482662106929255
monitor,cross_variable_variable,5,33,0005_1.jpg,0033_3.jpg,0,0.5432425737380981,0.8078325986862183,0.8293095231056213,38,0.19,-0.10420269299700921,0.44722944967745537,0.17151337834022307
monitor,cross_variable_variable,5,34,0005_1.jpg,0034_3.jpg,0,0.5439845323562622,0.8144111633300781,0.8360590934753418,37,0.1510204081632653,-0.09289411976111231,0.6260310781255701,0.2665684791822289
monitor,cross_variable_variable,5,44,0005_1.jpg,0044_3.jpg,0,0.5990328788757324,0.8470251560211182,0.8713115453720093,41,0.18552036199095023,0.7461260666622862,1.55989730377306,1.153011685217673
monitor,cross_variable_variable,5,51,0005_1.jpg,0051_3.jpg,0,0.4591791033744812,0.7817012071609497,0.8035387396812439,35,0.1583710407239819,-1.3854573179825829,-0.23545963870272985,-0.8104584783426564
monitor,cross_variable_variable,5,54,0005_1.jpg,0054_3.jpg,0,0.597793698310852,0.8415490388870239,0.861426591873169,43,0.17408906882591094,0.727239077782603,1.2980368169699952,1.012637947376299
monitor,cross_variable_variable,5,63,0005_1.jpg,0063_3.jpg,0,0.5254318714141846,0.8028461933135986,0.8028556108474731,37,0.20441988950276244,-0.3756647754930965,-0.25355627911498924,-0.3146105273040429
monitor,cross_variable_variable,5,68,0005_1.jpg,0068_3.jpg,0,0.5270715951919556,0.8044517636299133,0.8221848607063293,39,0.14338235294117646,-0.3506729013189703,0.2584913271961543,-0.046090787061407984
monitor,cross_variable_variable,5,69,0005_1.jpg,0069_3.jpg,0,0.5987248420715332,0.8390648365020752,0.8469520807266235,39,0.14285714285714285,0.741431119162036,0.9145952018409577,0.8280131605014969
monitor,cross_variable_variable,5,73,0005_1.jpg,0073_3.jpg,0,0.3876144289970398,0.7139445543289185,0.7431467771530151,36,0.1643835616438356,-2.4762113593642523,-1.8352920211706596,-2.155751690267456
monitor,cross_variable_variable,5,95,0005_1.jpg,0095_3.jpg,0,0.4749033451080322,0.799220085144043,0.8165605068206787,30,0.11904761904761904,-1.1457960553870878,0.10949760187190596,-0.5181492267575909
monitor,cross_variable_variable,5,121,0005_1.jpg,0121_3.jpg,0,0.5132524967193604,0.8193581700325012,0.8416509628295898,34,0.12454212454212454,-0.5612968947676971,0.7741642616973814,0.10643368346484217
monitor,cross_variable_variable,5,128,0005_1.jpg,0128_3.jpg,0,0.4638151526451111,0.7903311848640442,0.7992684245109558,35,0.17766497461928935,-1.314796904559699,-0.34858377321943107,-0.831690338889565
monitor,cross_variable_variable,5,129,0005_1.jpg,0129_3.jpg,0,0.5339826345443726,0.7717199325561523,0.7944265604019165,37,0.18226600985221675,-0.2453381929677674,-0.4768487056519473,-0.3610934493098574
monitor,cross_variable_variable,5,131,0005_1.jpg,0131_3.jpg,0,0.48133981227874756,0.7719494104385376,0.8141753673553467,34,0.1596244131455399,-1.0476945459517117,0.04631331055902117,-0.5006906176963453
monitor,cross_variable_variable,5,139,0005_1.jpg,0139_3.jpg,0,0.48284173011779785,0.777558445930481,0.7874528765678406,44,0.16117216117216118,-1.0248030430276973,-0.6615872827040317,-0.8431951628658645
monitor,cross_variable_variable,5,144,0005_1.jpg,0144_3.jpg,0,0.5019049048423767,0.816031813621521,0.8344975113868713,26,0.11504424778761062,-0.7342513839405189,0.584663493956581,-0.07479394499196895
monitor,cross_variable_variable,5,145,0005_1.jpg,0145_3.jpg,0,0.5131523013114929,0.7877541184425354,0.7874268293380737,39,0.1517509727626459,-0.5628240245563815,-0.6622772950816739,-0.6125506598190277
monitor,cross_variable_variable,5,150,0005_1.jpg,0150_3.jpg,0,0.4796575903892517,0.7736163139343262,0.7891750931739807,38,0.16101694915254236,-1.073334155723299,-0.6159643590436336,-0.8446492573834663
monitor,cross_variable_variable,5,160,0005_1.jpg,0160_3.jpg,0,0.5309854745864868,0.7745352983474731,0.7875480651855469,35,0.15418502202643172,-0.2910194507275553,-0.6590656585230371,-0.4750425546252962
monitor,cross_variable_variable,5,165,0005_1.jpg,0165_3.jpg,0,0.43587276339530945,0.798156201839447,0.819417417049408,28,0.12444444444444444,-1.740681242960157,0.18517948579128524,-0.7777508785844359
monitor,cross_variable_variable,5,166,0005_1.jpg,0166_3.jpg,0,0.457200825214386,0.7529798150062561,0.7667209506034851,24,0.13714285714285715,-1.4156092737746313,-1.210792923987839,-1.313201098881235
monitor,cross_variable_variable,5,170,0005_1.jpg,0170_3.jpg,0,0.3979281187057495,0.7248594164848328,0.736612856388092,30,0.1694915254237288,-2.3190151053577117,-2.0083809155631465,-2.163698010460429
monitor,cross_variable_variable,5,174,0005_1.jpg,0174_3.jpg,0,0.5236997008323669,0.7877874374389648,0.8163444399833679,31,0.13777777777777778,-0.402065678996342,0.10377381498642997,-0.14914593200495602
monitor,cross_variable_variable,5,176,0005_1.jpg,0176_3.jpg,0,0.40248459577560425,0.7522498369216919,0.7707018852233887,32,0.13852813852813853,-2.2495674928080542,-1.1053347164584444,-1.6774511046332492
monitor,cross_variable_variable,5,193,0005_1.jpg,0193_3.jpg,0,0.39336925745010376,0.7345626354217529,0.7709723114967346,28,0.10256410256410256,-2.3884990565103124,-1.0981709037413672,-1.7433349801258398
monitor,cross_variable_variable,5,202,0005_1.jpg,0202_3.jpg,0,0.43082675337791443,0.7467755079269409,0.7780206799507141,30,0.14150943396226415,-1.8175900791591095,-0.9114538701465238,-1.3645219746528165
monitor,cross_variable_variable,5,205,0005_1.jpg,0205_3.jpg,0,0.4741589426994324,0.7888704538345337,0.8096839189529419,37,0.16818181818181818,-1.1571418756910012,-0.07266882377702241,-0.6149053497340118
monitor,cross_variable_variable,5,210,0005_1.jpg,0210_3.jpg,0,0.5173688530921936,0.7874234318733215,0.7971001863479614,31,0.18902439024390244,-0.4985573883213382,-0.40602217198714424,-0.45228978015424126
monitor,cross_variable_variable,5,218,0005_1.jpg,0218_3.jpg,0,0.4572707414627075,0.8053500056266785,0.8369348645210266,33,0.12087912087912088,-1.4145436442433246,0.6492309679761353,-0.3826563381335946
monitor,cross_variable_variable,5,222,0005_1.jpg,0222_3.jpg,0,0.5298911333084106,0.8042182922363281,0.8248733282089233,36,0.15450643776824036,-0.3076988694784443,0.3297110258084011,0.011006078164978395
monitor,cross_variable_variable,5,238,0005_1.jpg,0238_3.jpg,0,0.39255809783935547,0.7725757360458374,0.8082966208457947,33,0.16097560975609757,-2.4008623576966333,-0.10941948302100965,-1.2551409203588215
monitor,cross_variable_variable,5,253,0005_1.jpg,0253_3.jpg,0,0.5555408596992493,0.8308043479919434,0.847506046295166,42,0.15555555555555556,0.08324181409937915,0.9292702019274718,0.5062560080134255
monitor,cross_variable_variable,5,254,0005_1.jpg,0254_3.jpg,0,0.4892125725746155,0.7799367308616638,0.7867181301116943,29,0.12608695652173912,-0.9277017536383304,-0.6810513160660352,-0.8043765348521827
monitor,cross_variable_variable,5,257,0005_1.jpg,0257_3.jpg,0,0.5104251503944397,0.7716342210769653,0.7780674695968628,32,0.18497109826589594,-0.6043899355328617,-0.9102143742278759,-0.7573021548803688
monitor,cross_variable_variable,5,258,0005_1.jpg,0258_3.jpg,0,0.5821418762207031,0.8227434158325195,0.8452258110046387,38,0.19,0.48868160025150487,0.8688649078334664,0.6787732540424856
monitor,cross_variable_variable,5,268,0005_1.jpg,0268_3.jpg,0,0.44259461760520935,0.7608524560928345,0.7894396185874939,21,0.08974358974358974,-1.6382300027524903,-0.6089568649201184,-1.1235934338363043
monitor,cross_variable_variable,5,269,0005_1.jpg,0269_3.jpg,0,0.5089622735977173,0.8016551733016968,0.8140298128128052,31,0.124,-0.6266863938336825,0.04245745191782604,-0.29211447095792825
monitor,cross_variable_variable,5,270,0005_1.jpg,0270_3.jpg,0,0.6307481527328491,0.8219517469406128,0.8216215372085571,31,0.1341991341991342,1.229514881522611,0.24356842792591055,0.7365416547242607
monitor,cross_variable_variable,5,277,0005_1.jpg,0277_3.jpg,0,0.4874435365200043,0.7990546226501465,0.8201404213905334,27,0.15,-0.9546645427895838,0.2043324609418573,-0.37516604092386324
monitor,cross_variable_variable,5,278,0005_1.jpg,0278_3.jpg,0,0.5052595138549805,0.7817743420600891,0.8036199808120728,31,0.14832535885167464,-0.6831220611344848,-0.23330749483379087,-0.45821477798413784
monitor,cross_variable_variable,9,5,0009_1.jpg,0005_3.jpg,0,0.6244765520095825,0.867167592048645,0.8911888003349304,39,0.1703056768558952,1.133926186480751,2.086462012601463,1.610194099541107
monitor,cross_variable_variable,9,9,0009_1.jpg,0009_3.jpg,1,0.5742072463035583,0.8070665597915649,0.8122507929801941,45,0.1965065502183406,0.36774582119174987,-0.004670235577567609,0.18153779280709112
monitor,cross_variable_variable,9,10,0009_1.jpg,0010_3.jpg,0,0.5773987174034119,0.8257325291633606,0.8547642230987549,32,0.13973799126637554,0.4163886750914015,1.1215452299600739,0.7689669525257377
monitor,cross_variable_variable,9,28,0009_1.jpg,0028_3.jpg,0,0.5642610788345337,0.8419713377952576,0.8608977198600769,30,0.14492753623188406,0.21615116282889005,1.2840265656500425,0.7500888642394663
monitor,cross_variable_variable,9,32,0009_1.jpg,0032_3.jpg,0,0.6297200918197632,0.8530464768409729,0.8789515495300293,33,0.1793478260869565,1.2138456759335405,1.7622872500921059,1.488066463012823
monitor,cross_variable_variable,9,33,0009_1.jpg,0033_3.jpg,0,0.6189605593681335,0.8446509838104248,0.8661755323410034,36,0.18,1.0498541031766375,1.4238401262978335,1.2368471147372355
monitor,cross_variable_variable,9,34,0009_1.jpg,0034_3.jpg,0,0.6187167763710022,0.8504797220230103,0.8676262497901917,35,0.15283842794759825,1.0461384810257042,1.4622708156786888,1.2542046483521965
monitor,cross_variable_variable,9,44,0009_1.jpg,0044_3.jpg,0,0.6754555106163025,0.8756016492843628,0.8990766406059265,38,0.17194570135746606,1.91092273693577,2.2954173398501116,2.103170038392941
monitor,cross_variable_variable,9,51,0009_1.jpg,0051_3.jpg,0,0.5319646596908569,0.8190427422523499,0.8359354138374329,41,0.18552036199095023,-0.2760951864988186,0.622754703563539,0.1733297585323602
monitor,cross_variable_variable,9,54,0009_1.jpg,0054_3.jpg,0,0.6930974721908569,0.8732650279998779,0.8884662389755249,42,0.18340611353711792,2.1798129548085585,2.0143391398930803,2.0970760473508196
monitor,cross_variable_variable,9,63,0009_1.jpg,0063_3.jpg,0,0.6499898433685303,0.8509633541107178,0.8545681834220886,35,0.19337016574585636,1.522787393505155,1.116351978907293,1.319569686206224
monitor,cross_variable_variable,9,68,0009_1.jpg,0068_3.jpg,0,0.6172621250152588,0.8392244577407837,0.8506067395210266,40,0.17467248908296942,1.023967390905037,1.0114100964293606,1.0176887436671989
monitor,cross_variable_variable,9,69,0009_1.jpg,0069_3.jpg,0,0.6500747799873352,0.8695687055587769,0.8792334198951721,38,0.16593886462882096,1.5240819562350034,1.7697542261421517,1.6469180911885775
monitor,cross_variable_variable,9,73,0009_1.jpg,0073_3.jpg,0,0.48567715287208557,0.751240611076355,0.7665718197822571,35,0.1598173515981735,-0.9815869052450629,-1.214743521170587,-1.098165213207825
monitor,cross_variable_variable,9,95,0009_1.jpg,0095_3.jpg,0,0.5632644891738892,0.839229941368103,0.8590773940086365,30,0.13100436681222707,0.20096162679866864,1.2358046479997151,0.7183831373991919
monitor,cross_variable_variable,9,121,0009_1.jpg,0121_3.jpg,0,0.5907115936279297,0.846322238445282,0.8692267537117004,33,0.14410480349344978,0.6192970746702318,1.50466947097491,1.0619832728225709
monitor,cross_variable_variable,9,128,0009_1.jpg,0128_3.jpg,0,0.5522646903991699,0.8305357098579407,0.8400237560272217,30,0.15228426395939088,0.033308031330173425,0.7310582252909001,0.3821831283105368
monitor,cross_variable_variable,9,129,0009_1.jpg,0129_3.jpg,0,0.6082283854484558,0.8173723220825195,0.8325929641723633,31,0.15270935960591134,0.8862795158885067,0.5342104836526874,0.7102449997705971
monitor,cross_variable_variable,9,131,0009_1.jpg,0131_3.jpg,0,0.587805986404419,0.8104924559593201,0.8359522223472595,40,0.18779342723004694,0.5750112192634594,0.6231999747088368,0.5991055969861481
monitor,cross_variable_variable,9,139,0009_1.jpg,0139_3.jpg,0,0.5812284350395203,0.8235641121864319,0.8326819539070129,41,0.17903930131004367,0.47475937299892457,0.5365678943616572,0.5056636336802909
monitor,cross_variable_variable,9,144,0009_1.jpg,0144_3.jpg,0,0.6094728708267212,0.8591053485870361,0.8734551668167114,34,0.1504424778761062,0.9052473581597383,1.616683585579752,1.2609654718697452
monitor,cross_variable_variable,9,145,0009_1.jpg,0145_3.jpg,0,0.6016126275062561,0.8305703401565552,0.8273478150367737,41,0.17903930131004367,0.7854453435118085,0.395262201684411,0.5903537725981097
monitor,cross_variable_variable,9,150,0009_1.jpg,0150_3.jpg,0,0.5997511148452759,0.8244234919548035,0.8425652384757996,33,0.14410480349344978,0.7570730707988991,0.7983841698453307,0.7777286203221149
monitor,cross_variable_variable,9,160,0009_1.jpg,0160_3.jpg,0,0.6304202675819397,0.8162553310394287,0.8241186738014221,39,0.17180616740088106,1.2245174151528593,0.30971961456508756,0.7671185148589734
monitor,cross_variable_variable,9,165,0009_1.jpg,0165_3.jpg,0,0.543692946434021,0.8392726182937622,0.8626953363418579,34,0.1511111111111111,-0.09733833090105508,1.3316468935615102,0.6171542813302275
monitor,cross_variable_variable,9,166,0009_1.jpg,0166_3.jpg,0,0.5524066686630249,0.8036985993385315,0.8157516717910767,35,0.2,0.03547199513543583,0.08807090172406894,0.06177144842975238
monitor,cross_variable_variable,9,170,0009_1.jpg,0170_3.jpg,0,0.5118428468704224,0.7763949036598206,0.7847056984901428,34,0.192090395480226,-0.5827820937578129,-0.7343622723734354,-0.6585721830656242
monitor,cross_variable_variable,9,174,0009_1.jpg,0174_3.jpg,0,0.6222631931304932,0.8374543190002441,0.8579844236373901,38,0.1688888888888889,1.1001912444385118,1.2068509707255155,1.1535211075820135
monitor,cross_variable_variable,9,176,0009_1.jpg,0176_3.jpg,0,0.5253737568855286,0.8011487722396851,0.8009952902793884,34,0.14847161572052403,-0.3765505289398349,-0.30283768945501444,-0.3396941091974247
monitor,cross_variable_variable,9,193,0009_1.jpg,0193_3.jpg,0,0.4745306670665741,0.7808777093887329,0.8195632100105286,28,0.1222707423580786,-1.151476233259633,0.18904166033525055,-0.4812172864621913
monitor,cross_variable_variable,9,202,0009_1.jpg,0202_3.jpg,0,0.5040334463119507,0.7783603668212891,0.8021137714385986,35,0.1650943396226415,-0.7018091876979808,-0.2732082105844056,-0.4875086991411932
monitor,cross_variable_variable,9,205,0009_1.jpg,0205_3.jpg,0,0.5971957445144653,0.8357303738594055,0.8523184657096863,30,0.13636363636363635,0.7181253561644702,1.0567551203678707,0.8874402382661704
monitor,cross_variable_variable,9,210,0009_1.jpg,0210_3.jpg,0,0.6169061660766602,0.8360711336135864,0.8434438705444336,35,0.21341463414634146,1.0185420374856302,0.821659850529138,0.9201009440073842
monitor,cross_variable_variable,9,218,0009_1.jpg,0218_3.jpg,0,0.5180217623710632,0.8324167728424072,0.8536420464515686,37,0.1615720524017467,-0.4886060619053666,1.0918178545965274,0.3016058963455804
monitor,cross_variable_variable,9,222,0009_1.jpg,0222_3.jpg,0,0.6270276308059692,0.8423136472702026,0.8550989627838135,29,0.12663755458515283,1.1728084916298824,1.1304127574494072,1.1516106245396447
monitor,cross_variable_variable,9,238,0009_1.jpg,0238_3.jpg,0,0.469412237405777,0.8004204630851746,0.8336461782455444,31,0.15121951219512195,-1.2294888545229827,0.5621109841399593,-0.3336889351915117
monitor,cross_variable_variable,9,253,0009_1.jpg,0253_3.jpg,0,0.6591908931732178,0.8710089921951294,0.8846831917762756,50,0.2183406113537118,1.6630253299832183,1.9141231316629355,1.7885742308230768
monitor,cross_variable_variable,9,254,0009_1.jpg,0254_3.jpg,0,0.578726589679718,0.8211214542388916,0.8263331651687622,26,0.11353711790393013,0.4366274600005685,0.3683832984702157,0.4025053792353921
monitor,cross_variable_variable,9,257,0009_1.jpg,0257_3.jpg,0,0.5734992623329163,0.8054311275482178,0.817288339138031,29,0.1676300578034682,0.35695507304779234,0.1287784740535742,0.24286677355068326
monitor,cross_variable_variable,9,258,0009_1.jpg,0258_3.jpg,0,0.6967558860778809,0.8729913234710693,0.887057900428772,40,0.2,2.235572724094619,1.977031102229625,2.106301913162122
