filename_a,filename_b,writer_a,writer_b,page_a,page_b,condition,pair_label,embedding_index_a,embedding_index_b,teacher_score
0006_1.jpg,0006_3.jpg,6,6,1,3,cross_variable_variable,1,16,18,0.33136553
0006_1.jpg,0012_3.jpg,6,12,1,3,cross_variable_variable,0,16,42,0.058700643
0006_1.jpg,0015_3.jpg,6,15,1,3,cross_variable_variable,0,16,46,0.10428459
0006_1.jpg,0018_3.jpg,6,18,1,3,cross_variable_variable,0,16,50,0.1359952
0006_1.jpg,0035_3.jpg,6,35,1,3,cross_variable_variable,0,16,110,0.14965808
0006_1.jpg,0042_3.jpg,6,42,1,3,cross_variable_variable,0,16,126,-0.13698183
0006_1.jpg,0043_3.jpg,6,43,1,3,cross_variable_variable,0,16,130,-0.039865367
0006_1.jpg,0060_3.jpg,6,60,1,3,cross_variable_variable,0,16,174,-0.03826448
0006_1.jpg,0066_3.jpg,6,66,1,3,cross_variable_variable,0,16,194,-0.06937994
0006_1.jpg,0067_3.jpg,6,67,1,3,cross_variable_variable,0,16,198,0.17223792
0006_1.jpg,0079_3.jpg,6,79,1,3,cross_variable_variable,0,16,242,0.0041677263
0006_1.jpg,0086_3.jpg,6,86,1,3,cross_variable_variable,0,16,258,-0.03356111
0006_1.jpg,0087_3.jpg,6,87,1,3,cross_variable_variable,0,16,262,0.12457541
0006_1.jpg,0089_3.jpg,6,89,1,3,cross_variable_variable,0,16,266,0.081258
0006_1.jpg,0091_3.jpg,6,91,1,3,cross_variable_variable,0,16,274,0.256841
0006_1.jpg,0093_3.jpg,6,93,1,3,cross_variable_variable,0,16,282,0.01796232
0006_1.jpg,0106_3.jpg,6,106,1,3,cross_variable_variable,0,16,326,0.110626005
0006_1.jpg,0109_3.jpg,6,109,1,3,cross_variable_variable,0,16,334,-0.15487629
0006_1.jpg,0114_3.jpg,6,114,1,3,cross_variable_variable,0,16,342,-0.18224423
0006_1.jpg,0130_3.jpg,6,130,1,3,cross_variable_variable,0,16,390,0.2400462
0006_1.jpg,0132_3.jpg,6,132,1,3,cross_variable_variable,0,16,398,-0.1166946
0006_1.jpg,0148_3.jpg,6,148,1,3,cross_variable_variable,0,16,446,0.08453549
0006_1.jpg,0154_3.jpg,6,154,1,3,cross_variable_variable,0,16,462,-0.20841524
0006_1.jpg,0161_3.jpg,6,161,1,3,cross_variable_variable,0,16,490,-0.25247216
0006_1.jpg,0200_3.jpg,6,200,1,3,cross_variable_variable,0,16,606,0.22111519
0006_1.jpg,0204_3.jpg,6,204,1,3,cross_variable_variable,0,16,622,0.13732222
0006_1.jpg,0216_3.jpg,6,216,1,3,cross_variable_variable,0,16,666,0.08344163
0006_1.jpg,0219_3.jpg,6,219,1,3,cross_variable_variable,0,16,674,0.052560706
0006_1.jpg,0224_3.jpg,6,224,1,3,cross_variable_variable,0,16,694,-0.03166402
0006_1.jpg,0237_3.jpg,6,237,1,3,cross_variable_variable,0,16,734,0.14029911
0006_1.jpg,0239_3.jpg,6,239,1,3,cross_variable_variable,0,16,742,-0.047027275
0006_1.jpg,0248_3.jpg,6,248,1,3,cross_variable_variable,0,16,778,0.052948803
0006_1.jpg,0266_3.jpg,6,266,1,3,cross_variable_variable,0,16,846,0.07057076
0006_1.jpg,0271_3.jpg,6,271,1,3,cross_variable_variable,0,16,866,-0.08508312
0006_1.jpg,0279_3.jpg,6,279,1,3,cross_variable_variable,0,16,894,0.13046214
0006_1.jpg,0282_3.jpg,6,282,1,3,cross_variable_variable,0,16,902,0.117437445
0012_1.jpg,0006_3.jpg,12,6,1,3,cross_variable_variable,0,40,18,0.01812191
0012_1.jpg,0012_3.jpg,12,12,1,3,cross_variable_variable,1,40,42,0.35814297
0012_1.jpg,0015_3.jpg,12,15,1,3,cross_variable_variable,0,40,46,0.024844486
0012_1.jpg,0018_3.jpg,12,18,1,3,cross_variable_variable,0,40,50,0.01799617
0012_1.jpg,0035_3.jpg,12,35,1,3,cross_variable_variable,0,40,110,0.11059795
0012_1.jpg,0042_3.jpg,12,42,1,3,cross_variable_variable,0,40,126,0.07223108
0012_1.jpg,0043_3.jpg,12,43,1,3,cross_variable_variable,0,40,130,-0.035210535
0012_1.jpg,0060_3.jpg,12,60,1,3,cross_variable_variable,0,40,174,0.075752236
0012_1.jpg,0066_3.jpg,12,66,1,3,cross_variable_variable,0,40,194,0.08833945
0012_1.jpg,0067_3.jpg,12,67,1,3,cross_variable_variable,0,40,198,0.15109938
0012_1.jpg,0079_3.jpg,12,79,1,3,cross_variable_variable,0,40,242,-0.07739792
0012_1.jpg,0086_3.jpg,12,86,1,3,cross_variable_variable,0,40,258,0.27964664
0012_1.jpg,0087_3.jpg,12,87,1,3,cross_variable_variable,0,40,262,0.14930782
0012_1.jpg,0089_3.jpg,12,89,1,3,cross_variable_variable,0,40,266,0.25735784
0012_1.jpg,0091_3.jpg,12,91,1,3,cross_variable_variable,0,40,274,0.12072886
0012_1.jpg,0093_3.jpg,12,93,1,3,cross_variable_variable,0,40,282,0.003059972
0012_1.jpg,0106_3.jpg,12,106,1,3,cross_variable_variable,0,40,326,0.04703737
0012_1.jpg,0109_3.jpg,12,109,1,3,cross_variable_variable,0,40,334,-0.14270765
0012_1.jpg,0114_3.jpg,12,114,1,3,cross_variable_variable,0,40,342,-0.04548543
0012_1.jpg,0130_3.jpg,12,130,1,3,cross_variable_variable,0,40,390,0.22050546
0012_1.jpg,0132_3.jpg,12,132,1,3,cross_variable_variable,0,40,398,0.026327983
0012_1.jpg,0148_3.jpg,12,148,1,3,cross_variable_variable,0,40,446,0.12367426
0012_1.jpg,0154_3.jpg,12,154,1,3,cross_variable_variable,0,40,462,-0.0070824195
0012_1.jpg,0161_3.jpg,12,161,1,3,cross_variable_variable,0,40,490,0.1027153
0012_1.jpg,0200_3.jpg,12,200,1,3,cross_variable_variable,0,40,606,0.17594546
0012_1.jpg,0204_3.jpg,12,204,1,3,cross_variable_variable,0,40,622,-0.013831098
0012_1.jpg,0216_3.jpg,12,216,1,3,cross_variable_variable,0,40,666,-0.04356046
0012_1.jpg,0219_3.jpg,12,219,1,3,cross_variable_variable,0,40,674,0.12803096
0012_1.jpg,0224_3.jpg,12,224,1,3,cross_variable_variable,0,40,694,0.10754061
0012_1.jpg,0237_3.jpg,12,237,1,3,cross_variable_variable,0,40,734,0.05906821
0012_1.jpg,0239_3.jpg,12,239,1,3,cross_variable_variable,0,40,742,-0.08787973
0012_1.jpg,0248_3.jpg,12,248,1,3,cross_variable_variable,0,40,778,0.019989917
0012_1.jpg,0266_3.jpg,12,266,1,3,cross_variable_variable,0,40,846,0.0056327954
0012_1.jpg,0271_3.jpg,12,271,1,3,cross_variable_variable,0,40,866,-0.031018574
0012_1.jpg,0279_3.jpg,12,279,1,3,cross_variable_variable,0,40,894,-0.07624994
0012_1.jpg,0282_3.jpg,12,282,1,3,cross_variable_variable,0,40,902,0.02949094
0015_1.jpg,0006_3.jpg,15,6,1,3,cross_variable_variable,0,44,18,0.12779921
0015_1.jpg,0012_3.jpg,15,12,1,3,cross_variable_variable,0,44,42,0.07103406
0015_1.jpg,0015_3.jpg,15,15,1,3,cross_variable_variable,1,44,46,0.2098516
0015_1.jpg,0018_3.jpg,15,18,1,3,cross_variable_variable,0,44,50,0.00026351213
0015_1.jpg,0035_3.jpg,15,35,1,3,cross_variable_variable,0,44,110,0.03295973
0015_1.jpg,0042_3.jpg,15,42,1,3,cross_variable_variable,0,44,126,0.10115704
0015_1.jpg,0043_3.jpg,15,43,1,3,cross_variable_variable,0,44,130,-0.10675636
0015_1.jpg,0060_3.jpg,15,60,1,3,cross_variable_variable,0,44,174,0.0036517754
0015_1.jpg,0066_3.jpg,15,66,1,3,cross_variable_variable,0,44,194,-0.0036399662
0015_1.jpg,0067_3.jpg,15,67,1,3,cross_variable_variable,0,44,198,0.22657396
0015_1.jpg,0079_3.jpg,15,79,1,3,cross_variable_variable,0,44,242,-0.03179738
0015_1.jpg,0086_3.jpg,15,86,1,3,cross_variable_variable,0,44,258,-0.08996684
0015_1.jpg,0087_3.jpg,15,87,1,3,cross_variable_variable,0,44,262,0.19982213
0015_1.jpg,0089_3.jpg,15,89,1,3,cross_variable_variable,0,44,266,0.012849908
0015_1.jpg,0091_3.jpg,15,91,1,3,cross_variable_variable,0,44,274,0.084936656
0015_1.jpg,0093_3.jpg,15,93,1,3,cross_variable_variable,0,44,282,0.008693471
0015_1.jpg,0106_3.jpg,15,106,1,3,cross_variable_variable,0,44,326,0.26174247
0015_1.jpg,0109_3.jpg,15,109,1,3,cross_variable_variable,0,44,334,-0.07781865
0015_1.jpg,0114_3.jpg,15,114,1,3,cross_variable_variable,0,44,342,-0.07354259
0015_1.jpg,0130_3.jpg,15,130,1,3,cross_variable_variable,0,44,390,0.021982927
0015_1.jpg,0132_3.jpg,15,132,1,3,cross_variable_variable,0,44,398,-0.042511318
0015_1.jpg,0148_3.jpg,15,148,1,3,cross_variable_variable,0,44,446,0.054987878
0015_1.jpg,0154_3.jpg,15,154,1,3,cross_variable_variable,0,44,462,-0.100442216
0015_1.jpg,0161_3.jpg,15,161,1,3,cross_variable_variable,0,44,490,0.11050228
0015_1.jpg,0200_3.jpg,15,200,1,3,cross_variable_variable,0,44,606,0.07897884
0015_1.jpg,0204_3.jpg,15,204,1,3,cross_variable_variable,0,44,622,-0.042241015
0015_1.jpg,0216_3.jpg,15,216,1,3,cross_variable_variable,0,44,666,0.13991769
0015_1.jpg,0219_3.jpg,15,219,1,3,cross_variable_variable,0,44,674,0.03465397
0015_1.jpg,0224_3.jpg,15,224,1,3,cross_variable_variable,0,44,694,0.009476721
0015_1.jpg,0237_3.jpg,15,237,1,3,cross_variable_variable,0,44,734,0.04656121
0015_1.jpg,0239_3.jpg,15,239,1,3,cross_variable_variable,0,44,742,-0.0021815207
0015_1.jpg,0248_3.jpg,15,248,1,3,cross_variable_variable,0,44,778,0.17568712
0015_1.jpg,0266_3.jpg,15,266,1,3,cross_variable_variable,0,44,846,0.06787276
0015_1.jpg,0271_3.jpg,15,271,1,3,cross_variable_variable,0,44,866,0.06506802
0015_1.jpg,0279_3.jpg,15,279,1,3,cross_variable_variable,0,44,894,-0.13347182
0015_1.jpg,0282_3.jpg,15,282,1,3,cross_variable_variable,0,44,902,0.16312456
0018_1.jpg,0006_3.jpg,18,6,1,3,cross_variable_variable,0,48,18,0.18427053
0018_1.jpg,0012_3.jpg,18,12,1,3,cross_variable_variable,0,48,42,0.090256095
0018_1.jpg,0015_3.jpg,18,15,1,3,cross_variable_variable,0,48,46,-0.07574053
0018_1.jpg,0018_3.jpg,18,18,1,3,cross_variable_variable,1,48,50,0.19931445
0018_1.jpg,0035_3.jpg,18,35,1,3,cross_variable_variable,0,48,110,-0.068237446
0018_1.jpg,0042_3.jpg,18,42,1,3,cross_variable_variable,0,48,126,-0.10704727
0018_1.jpg,0043_3.jpg,18,43,1,3,cross_variable_variable,0,48,130,-0.22632204
0018_1.jpg,0060_3.jpg,18,60,1,3,cross_variable_variable,0,48,174,0.1188419
0018_1.jpg,0066_3.jpg,18,66,1,3,cross_variable_variable,0,48,194,-0.021803748
0018_1.jpg,0067_3.jpg,18,67,1,3,cross_variable_variable,0,48,198,0.04750238
0018_1.jpg,0079_3.jpg,18,79,1,3,cross_variable_variable,0,48,242,-0.01110821
0018_1.jpg,0086_3.jpg,18,86,1,3,cross_variable_variable,0,48,258,0.09797919
0018_1.jpg,0087_3.jpg,18,87,1,3,cross_variable_variable,0,48,262,-0.044460814
0018_1.jpg,0089_3.jpg,18,89,1,3,cross_variable_variable,0,48,266,0.023831377
0018_1.jpg,0091_3.jpg,18,91,1,3,cross_variable_variable,0,48,274,-0.087646835
0018_1.jpg,0093_3.jpg,18,93,1,3,cross_variable_variable,0,48,282,-0.09846191
0018_1.jpg,0106_3.jpg,18,106,1,3,cross_variable_variable,0,48,326,0.027308602
0018_1.jpg,0109_3.jpg,18,109,1,3,cross_variable_variable,0,48,334,0.1261519
0018_1.jpg,0114_3.jpg,18,114,1,3,cross_variable_variable,0,48,342,0.018028326
0018_1.jpg,0130_3.jpg,18,130,1,3,cross_variable_variable,0,48,390,0.12549257
0018_1.jpg,0132_3.jpg,18,132,1,3,cross_variable_variable,0,48,398,-0.087780826
0018_1.jpg,0148_3.jpg,18,148,1,3,cross_variable_variable,0,48,446,0.122223645
0018_1.jpg,0154_3.jpg,18,154,1,3,cross_variable_variable,0,48,462,0.023276322
0018_1.jpg,0161_3.jpg,18,161,1,3,cross_variable_variable,0,48,490,0.08944449
0018_1.jpg,0200_3.jpg,18,200,1,3,cross_variable_variable,0,48,606,-0.12943204
0018_1.jpg,0204_3.jpg,18,204,1,3,cross_variable_variable,0,48,622,-0.055846184
0018_1.jpg,0216_3.jpg,18,216,1,3,cross_variable_variable,0,48,666,0.08975484
0018_1.jpg,0219_3.jpg,18,219,1,3,cross_variable_variable,0,48,674,-0.17637707
0018_1.jpg,0224_3.jpg,18,224,1,3,cross_variable_variable,0,48,694,-0.13737762
0018_1.jpg,0237_3.jpg,18,237,1,3,cross_variable_variable,0,48,734,-0.12903284
0018_1.jpg,0239_3.jpg,18,239,1,3,cross_variable_variable,0,48,742,0.02563308
0018_1.jpg,0248_3.jpg,18,248,1,3,cross_variable_variable,0,48,778,-0.0971628
0018_1.jpg,0266_3.jpg,18,266,1,3,cross_variable_variable,0,48,846,-0.033511482
0018_1.jpg,0271_3.jpg,18,271,1,3,cross_variable_variable,0,48,866,0.10916166
0018_1.jpg,0279_3.jpg,18,279,1,3,cross_variable_variable,0,48,894,-0.10985558
0018_1.jpg,0282_3.jpg,18,282,1,3,cross_variable_variable,0,48,902,-0.011660147
0035_1.jpg,0006_3.jpg,35,6,1,3,cross_variable_variable,0,108,18,-0.07118383
0035_1.jpg,0012_3.jpg,35,12,1,3,cross_variable_variable,0,108,42,0.19889492
0035_1.jpg,0015_3.jpg,35,15,1,3,cross_variable_variable,0,108,46,-0.079071775
0035_1.jpg,0018_3.jpg,35,18,1,3,cross_variable_variable,0,108,50,-0.060103577
0035_1.jpg,0035_3.jpg,35,35,1,3,cross_variable_variable,1,108,110,0.21806762
0035_1.jpg,0042_3.jpg,35,42,1,3,cross_variable_variable,0,108,126,-0.047399215
0035_1.jpg,0043_3.jpg,35,43,1,3,cross_variable_variable,0,108,130,0.012625609
0035_1.jpg,0060_3.jpg,35,60,1,3,cross_variable_variable,0,108,174,-0.035089552
0035_1.jpg,0066_3.jpg,35,66,1,3,cross_variable_variable,0,108,194,0.22171453
0035_1.jpg,0067_3.jpg,35,67,1,3,cross_variable_variable,0,108,198,-0.04803005
0035_1.jpg,0079_3.jpg,35,79,1,3,cross_variable_variable,0,108,242,-0.07373608
0035_1.jpg,0086_3.jpg,35,86,1,3,cross_variable_variable,0,108,258,0.40268004
0035_1.jpg,0087_3.jpg,35,87,1,3,cross_variable_variable,0,108,262,-0.03416261
0035_1.jpg,0089_3.jpg,35,89,1,3,cross_variable_variable,0,108,266,-0.07811332
0035_1.jpg,0091_3.jpg,35,91,1,3,cross_variable_variable,0,108,274,-0.1250761
0035_1.jpg,0093_3.jpg,35,93,1,3,cross_variable_variable,0,108,282,-0.11023441
0035_1.jpg,0106_3.jpg,35,106,1,3,cross_variable_variable,0,108,326,0.008148402
0035_1.jpg,0109_3.jpg,35,109,1,3,cross_variable_variable,0,108,334,0.063109905
0035_1.jpg,0114_3.jpg,35,114,1,3,cross_variable_variable,0,108,342,0.109723635
0035_1.jpg,0130_3.jpg,35,130,1,3,cross_variable_variable,0,108,390,0.008828782
0035_1.jpg,0132_3.jpg,35,132,1,3,cross_variable_variable,0,108,398,-0.013956901
0035_1.jpg,0148_3.jpg,35,148,1,3,cross_variable_variable,0,108,446,0.08929041
0035_1.jpg,0154_3.jpg,35,154,1,3,cross_variable_variable,0,108,462,-0.08146843
0035_1.jpg,0161_3.jpg,35,161,1,3,cross_variable_variable,0,108,490,0.09867845
0035_1.jpg,0200_3.jpg,35,200,1,3,cross_variable_variable,0,108,606,-0.20824663
0035_1.jpg,0204_3.jpg,35,204,1,3,cross_variable_variable,0,108,622,-0.25527376
0035_1.jpg,0216_3.jpg,35,216,1,3,cross_variable_variable,0,108,666,0.001464352
0035_1.jpg,0219_3.jpg,35,219,1,3,cross_variable_variable,0,108,674,0.015796337
0035_1.jpg,0224_3.jpg,35,224,1,3,cross_variable_variable,0,108,694,0.26609868
0035_1.jpg,0237_3.jpg,35,237,1,3,cross_variable_variable,0,108,734,-0.06725209
0035_1.jpg,0239_3.jpg,35,239,1,3,cross_variable_variable,0,108,742,0.045098912
0035_1.jpg,0248_3.jpg,35,248,1,3,cross_variable_variable,0,108,778,0.029491939
0035_1.jpg,0266_3.jpg,35,266,1,3,cross_variable_variable,0,108,846,0.03935455
0035_1.jpg,0271_3.jpg,35,271,1,3,cross_variable_variable,0,108,866,0.21648906
0035_1.jpg,0279_3.jpg,35,279,1,3,cross_variable_variable,0,108,894,-0.022555916
0035_1.jpg,0282_3.jpg,35,282,1,3,cross_variable_variable,0,108,902,-0.13652791
0042_1.jpg,0006_3.jpg,42,6,1,3,cross_variable_variable,0,124,18,-0.022562519
0042_1.jpg,0012_3.jpg,42,12,1,3,cross_variable_variable,0,124,42,0.07816312
0042_1.jpg,0015_3.jpg,42,15,1,3,cross_variable_variable,0,124,46,-0.19617575
0042_1.jpg,0018_3.jpg,42,18,1,3,cross_variable_variable,0,124,50,0.04734016
0042_1.jpg,0035_3.jpg,42,35,1,3,cross_variable_variable,0,124,110,0.012030363
0042_1.jpg,0042_3.jpg,42,42,1,3,cross_variable_variable,1,124,126,0.18372937
0042_1.jpg,0043_3.jpg,42,43,1,3,cross_variable_variable,0,124,130,0.20149928
0042_1.jpg,0060_3.jpg,42,60,1,3,cross_variable_variable,0,124,174,-0.21422723
0042_1.jpg,0066_3.jpg,42,66,1,3,cross_variable_variable,0,124,194,0.035927895
0042_1.jpg,0067_3.jpg,42,67,1,3,cross_variable_variable,0,124,198,-0.09696312
0042_1.jpg,0079_3.jpg,42,79,1,3,cross_variable_variable,0,124,242,-0.06273956
0042_1.jpg,0086_3.jpg,42,86,1,3,cross_variable_variable,0,124,258,0.2057253
0042_1.jpg,0087_3.jpg,42,87,1,3,cross_variable_variable,0,124,262,0.06492553
0042_1.jpg,0089_3.jpg,42,89,1,3,cross_variable_variable,0,124,266,-0.06673002
0042_1.jpg,0091_3.jpg,42,91,1,3,cross_variable_variable,0,124,274,0.27336857
0042_1.jpg,0093_3.jpg,42,93,1,3,cross_variable_variable,0,124,282,-0.099323295
0042_1.jpg,0106_3.jpg,42,106,1,3,cross_variable_variable,0,124,326,-0.13792957
0042_1.jpg,0109_3.jpg,42,109,1,3,cross_variable_variable,0,124,334,-0.16197011
0042_1.jpg,0114_3.jpg,42,114,1,3,cross_variable_variable,0,124,342,0.019897833
0042_1.jpg,0130_3.jpg,42,130,1,3,cross_variable_variable,0,124,390,0.13897195
0042_1.jpg,0132_3.jpg,42,132,1,3,cross_variable_variable,0,124,398,0.08155373
0042_1.jpg,0148_3.jpg,42,148,1,3,cross_variable_variable,0,124,446,-0.021142948
0042_1.jpg,0154_3.jpg,42,154,1,3,cross_variable_variable,0,124,462,-0.16481788
0042_1.jpg,0161_3.jpg,42,161,1,3,cross_variable_variable,0,124,490,-0.13835429
0042_1.jpg,0200_3.jpg,42,200,1,3,cross_variable_variable,0,124,606,0.2533831
0042_1.jpg,0204_3.jpg,42,204,1,3,cross_variable_variable,0,124,622,0.19784111
0042_1.jpg,0216_3.jpg,42,216,1,3,cross_variable_variable,0,124,666,-0.1003414
0042_1.jpg,0219_3.jpg,42,219,1,3,cross_variable_variable,0,124,674,0.04611401
0042_1.jpg,0224_3.jpg,42,224,1,3,cross_variable_variable,0,124,694,0.22918802
0042_1.jpg,0237_3.jpg,42,237,1,3,cross_variable_variable,0,124,734,0.049480744
0042_1.jpg,0239_3.jpg,42,239,1,3,cross_variable_variable,0,124,742,0.11041788
0042_1.jpg,0248_3.jpg,42,248,1,3,cross_variable_variable,0,124,778,0.12675504
0042_1.jpg,0266_3.jpg,42,266,1,3,cross_variable_variable,0,124,846,-0.16423225
0042_1.jpg,0271_3.jpg,42,271,1,3,cross_variable_variable,0,124,866,-0.09557504
0042_1.jpg,0279_3.jpg,42,279,1,3,cross_variable_variable,0,124,894,0.21029204
0042_1.jpg,0282_3.jpg,42,282,1,3,cross_variable_variable,0,124,902,0.06544972
0043_1.jpg,0006_3.jpg,43,6,1,3,cross_variable_variable,0,128,18,-0.13119258
0043_1.jpg,0012_3.jpg,43,12,1,3,cross_variable_variable,0,128,42,0.056132838
0043_1.jpg,0015_3.jpg,43,15,1,3,cross_variable_variable,0,128,46,0.17493112
