condition,left_writer,right_writer,left_filename,right_filename,label
arabic_variable_same,5,5,0005_1.jpg,0005_2.jpg,1
arabic_variable_same,5,9,0005_1.jpg,0009_2.jpg,0
arabic_variable_same,5,10,0005_1.jpg,0010_2.jpg,0
arabic_variable_same,5,28,0005_1.jpg,0028_2.jpg,0
arabic_variable_same,5,32,0005_1.jpg,0032_2.jpg,0
arabic_variable_same,5,33,0005_1.jpg,0033_2.jpg,0
arabic_variable_same,5,34,0005_1.jpg,0034_2.jpg,0
arabic_variable_same,5,44,0005_1.jpg,0044_2.jpg,0
arabic_variable_same,5,51,0005_1.jpg,0051_2.jpg,0
arabic_variable_same,5,54,0005_1.jpg,0054_2.jpg,0
arabic_variable_same,5,63,0005_1.jpg,0063_2.jpg,0
arabic_variable_same,5,68,0005_1.jpg,0068_2.jpg,0
arabic_variable_same,5,69,0005_1.jpg,0069_2.jpg,0
arabic_variable_same,5,73,0005_1.jpg,0073_2.jpg,0
arabic_variable_same,5,95,0005_1.jpg,0095_2.jpg,0
arabic_variable_same,5,121,0005_1.jpg,0121_2.jpg,0
arabic_variable_same,5,128,0005_1.jpg,0128_2.jpg,0
arabic_variable_same,5,129,0005_1.jpg,0129_2.jpg,0
arabic_variable_same,5,131,0005_1.jpg,0131_2.jpg,0
arabic_variable_same,5,139,0005_1.jpg,0139_2.jpg,0
arabic_variable_same,5,144,0005_1.jpg,0144_2.jpg,0
arabic_variable_same,5,145,0005_1.jpg,0145_2.jpg,0
arabic_variable_same,5,150,0005_1.jpg,0150_2.jpg,0
arabic_variable_same,5,160,0005_1.jpg,0160_2.jpg,0
arabic_variable_same,5,165,0005_1.jpg,0165_2.jpg,0
arabic_variable_same,5,166,0005_1.jpg,0166_2.jpg,0
arabic_variable_same,5,170,0005_1.jpg,0170_2.jpg,0
arabic_variable_same,5,174,0005_1.jpg,0174_2.jpg,0
arabic_variable_same,5,176,0005_1.jpg,0176_2.jpg,0
arabic_variable_same,5,193,0005_1.jpg,0193_2.jpg,0
arabic_variable_same,5,202,0005_1.jpg,0202_2.jpg,0
arabic_variable_same,5,205,0005_1.jpg,0205_2.jpg,0
arabic_variable_same,5,210,0005_1.jpg,0210_2.jpg,0
arabic_variable_same,5,218,0005_1.jpg,0218_2.jpg,0
arabic_variable_same,5,222,0005_1.jpg,0222_2.jpg,0
arabic_variable_same,5,238,0005_1.jpg,0238_2.jpg,0
arabic_variable_same,5,253,0005_1.jpg,0253_2.jpg,0
arabic_variable_same,5,254,0005_1.jpg,0254_2.jpg,0
arabic_variable_same,5,257,0005_1.jpg,0257_2.jpg,0
arabic_variable_same,5,258,0005_1.jpg,0258_2.jpg,0
arabic_variable_same,5,268,0005_1.jpg,0268_2.jpg,0
arabic_variable_same,5,269,0005_1.jpg,0269_2.jpg,0
arabic_variable_same,5,270,0005_1.jpg,0270_2.jpg,0
arabic_variable_same,5,277,0005_1.jpg,0277_2.jpg,0
arabic_variable_same,5,278,0005_1.jpg,0278_2.jpg,0
arabic_variable_same,9,5,0009_1.jpg,0005_2.jpg,0
arabic_variable_same,9,9,0009_1.jpg,0009_2.jpg,1
arabic_variable_same,9,10,0009_1.jpg,0010_2.jpg,0
arabic_variable_same,9,28,0009_1.jpg,0028_2.jpg,0
arabic_variable_same,9,32,0009_1.jpg,0032_2.jpg,0
arabic_variable_same,9,33,0009_1.jpg,0033_2.jpg,0
arabic_variable_same,9,34,0009_1.jpg,0034_2.jpg,0
arabic_variable_same,9,44,0009_1.jpg,0044_2.jpg,0
arabic_variable_same,9,51,0009_1.jpg,0051_2.jpg,0
arabic_variable_same,9,54,0009_1.jpg,0054_2.jpg,0
arabic_variable_same,9,63,0009_1.jpg,0063_2.jpg,0
arabic_variable_same,9,68,0009_1.jpg,0068_2.jpg,0
arabic_variable_same,9,69,0009_1.jpg,0069_2.jpg,0
arabic_variable_same,9,73,0009_1.jpg,0073_2.jpg,0
arabic_variable_same,9,95,0009_1.jpg,0095_2.jpg,0
arabic_variable_same,9,121,0009_1.jpg,0121_2.jpg,0
arabic_variable_same,9,128,0009_1.jpg,0128_2.jpg,0
arabic_variable_same,9,129,0009_1.jpg,0129_2.jpg,0
arabic_variable_same,9,131,0009_1.jpg,0131_2.jpg,0
arabic_variable_same,9,139,0009_1.jpg,0139_2.jpg,0
arabic_variable_same,9,144,0009_1.jpg,0144_2.jpg,0
arabic_variable_same,9,145,0009_1.jpg,0145_2.jpg,0
arabic_variable_same,9,150,0009_1.jpg,0150_2.jpg,0
arabic_variable_same,9,160,0009_1.jpg,0160_2.jpg,0
arabic_variable_same,9,165,0009_1.jpg,0165_2.jpg,0
arabic_variable_same,9,166,0009_1.jpg,0166_2.jpg,0
arabic_variable_same,9,170,0009_1.jpg,0170_2.jpg,0
arabic_variable_same,9,174,0009_1.jpg,0174_2.jpg,0
arabic_variable_same,9,176,0009_1.jpg,0176_2.jpg,0
arabic_variable_same,9,193,0009_1.jpg,0193_2.jpg,0
arabic_variable_same,9,202,0009_1.jpg,0202_2.jpg,0
arabic_variable_same,9,205,0009_1.jpg,0205_2.jpg,0
arabic_variable_same,9,210,0009_1.jpg,0210_2.jpg,0
arabic_variable_same,9,218,0009_1.jpg,0218_2.jpg,0
arabic_variable_same,9,222,0009_1.jpg,0222_2.jpg,0
arabic_variable_same,9,238,0009_1.jpg,0238_2.jpg,0
arabic_variable_same,9,253,0009_1.jpg,0253_2.jpg,0
arabic_variable_same,9,254,0009_1.jpg,0254_2.jpg,0
arabic_variable_same,9,257,0009_1.jpg,0257_2.jpg,0
arabic_variable_same,9,258,0009_1.jpg,0258_2.jpg,0
arabic_variable_same,9,268,0009_1.jpg,0268_2.jpg,0
arabic_variable_same,9,269,0009_1.jpg,0269_2.jpg,0
arabic_variable_same,9,270,0009_1.jpg,0270_2.jpg,0
arabic_variable_same,9,277,0009_1.jpg,0277_2.jpg,0
arabic_variable_same,9,278,0009_1.jpg,0278_2.jpg,0
arabic_variable_same,10,5,0010_1.jpg,0005_2.jpg,0
arabic_variable_same,10,9,0010_1.jpg,0009_2.jpg,0
arabic_variable_same,10,10,0010_1.jpg,0010_2.jpg,1
arabic_variable_same,10,28,0010_1.jpg,0028_2.jpg,0
arabic_variable_same,10,32,0010_1.jpg,0032_2.jpg,0
arabic_variable_same,10,33,0010_1.jpg,0033_2.jpg,0
arabic_variable_same,10,34,0010_1.jpg,0034_2.jpg,0
arabic_variable_same,10,44,0010_1.jpg,0044_2.jpg,0
arabic_variable_same,10,51,0010_1.jpg,0051_2.jpg,0
arabic_variable_same,10,54,0010_1.jpg,0054_2.jpg,0
arabic_variable_same,10,63,0010_1.jpg,0063_2.jpg,0
arabic_variable_same,10,68,0010_1.jpg,0068_2.jpg,0
arabic_variable_same,10,69,0010_1.jpg,0069_2.jpg,0
arabic_variable_same,10,73,0010_1.jpg,0073_2.jpg,0
arabic_variable_same,10,95,0010_1.jpg,0095_2.jpg,0
arabic_variable_same,10,121,0010_1.jpg,0121_2.jpg,0
arabic_variable_same,10,128,0010_1.jpg,0128_2.jpg,0
arabic_variable_same,10,129,0010_1.jpg,0129_2.jpg,0
arabic_variable_same,10,131,0010_1.jpg,0131_2.jpg,0
arabic_variable_same,10,139,0010_1.jpg,0139_2.jpg,0
arabic_variable_same,10,144,0010_1.jpg,0144_2.jpg,0
arabic_variable_same,10,145,0010_1.jpg,0145_2.jpg,0
arabic_variable_same,10,150,0010_1.jpg,0150_2.jpg,0
arabic_variable_same,10,160,0010_1.jpg,0160_2.jpg,0
arabic_variable_same,10,165,0010_1.jpg,0165_2.jpg,0
arabic_variable_same,10,166,0010_1.jpg,0166_2.jpg,0
arabic_variable_same,10,170,0010_1.jpg,0170_2.jpg,0
arabic_variable_same,10,174,0010_1.jpg,0174_2.jpg,0
arabic_variable_same,10,176,0010_1.jpg,0176_2.jpg,0
arabic_variable_same,10,193,0010_1.jpg,0193_2.jpg,0
arabic_variable_same,10,202,0010_1.jpg,0202_2.jpg,0
arabic_variable_same,10,205,0010_1.jpg,0205_2.jpg,0
arabic_variable_same,10,210,0010_1.jpg,0210_2.jpg,0
arabic_variable_same,10,218,0010_1.jpg,0218_2.jpg,0
arabic_variable_same,10,222,0010_1.jpg,0222_2.jpg,0
arabic_variable_same,10,238,0010_1.jpg,0238_2.jpg,0
arabic_variable_same,10,253,0010_1.jpg,0253_2.jpg,0
arabic_variable_same,10,254,0010_1.jpg,0254_2.jpg,0
arabic_variable_same,10,257,0010_1.jpg,0257_2.jpg,0
arabic_variable_same,10,258,0010_1.jpg,0258_2.jpg,0
arabic_variable_same,10,268,0010_1.jpg,0268_2.jpg,0
arabic_variable_same,10,269,0010_1.jpg,0269_2.jpg,0
arabic_variable_same,10,270,0010_1.jpg,0270_2.jpg,0
arabic_variable_same,10,277,0010_1.jpg,0277_2.jpg,0
arabic_variable_same,10,278,0010_1.jpg,0278_2.jpg,0
arabic_variable_same,28,5,0028_1.jpg,0005_2.jpg,0
arabic_variable_same,28,9,0028_1.jpg,0009_2.jpg,0
arabic_variable_same,28,10,0028_1.jpg,0010_2.jpg,0
arabic_variable_same,28,28,0028_1.jpg,0028_2.jpg,1
arabic_variable_same,28,32,0028_1.jpg,0032_2.jpg,0
arabic_variable_same,28,33,0028_1.jpg,0033_2.jpg,0
arabic_variable_same,28,34,0028_1.jpg,0034_2.jpg,0
arabic_variable_same,28,44,0028_1.jpg,0044_2.jpg,0
arabic_variable_same,28,51,0028_1.jpg,0051_2.jpg,0
arabic_variable_same,28,54,0028_1.jpg,0054_2.jpg,0
arabic_variable_same,28,63,0028_1.jpg,0063_2.jpg,0
arabic_variable_same,28,68,0028_1.jpg,0068_2.jpg,0
arabic_variable_same,28,69,0028_1.jpg,0069_2.jpg,0
arabic_variable_same,28,73,0028_1.jpg,0073_2.jpg,0
arabic_variable_same,28,95,0028_1.jpg,0095_2.jpg,0
arabic_variable_same,28,121,0028_1.jpg,0121_2.jpg,0
arabic_variable_same,28,128,0028_1.jpg,0128_2.jpg,0
arabic_variable_same,28,129,0028_1.jpg,0129_2.jpg,0
arabic_variable_same,28,131,0028_1.jpg,0131_2.jpg,0
arabic_variable_same,28,139,0028_1.jpg,0139_2.jpg,0
arabic_variable_same,28,144,0028_1.jpg,0144_2.jpg,0
arabic_variable_same,28,145,0028_1.jpg,0145_2.jpg,0
arabic_variable_same,28,150,0028_1.jpg,0150_2.jpg,0
arabic_variable_same,28,160,0028_1.jpg,0160_2.jpg,0
arabic_variable_same,28,165,0028_1.jpg,0165_2.jpg,0
arabic_variable_same,28,166,0028_1.jpg,0166_2.jpg,0
arabic_variable_same,28,170,0028_1.jpg,0170_2.jpg,0
arabic_variable_same,28,174,0028_1.jpg,0174_2.jpg,0
arabic_variable_same,28,176,0028_1.jpg,0176_2.jpg,0
arabic_variable_same,28,193,0028_1.jpg,0193_2.jpg,0
arabic_variable_same,28,202,0028_1.jpg,0202_2.jpg,0
arabic_variable_same,28,205,0028_1.jpg,0205_2.jpg,0
arabic_variable_same,28,210,0028_1.jpg,0210_2.jpg,0
arabic_variable_same,28,218,0028_1.jpg,0218_2.jpg,0
arabic_variable_same,28,222,0028_1.jpg,0222_2.jpg,0
arabic_variable_same,28,238,0028_1.jpg,0238_2.jpg,0
arabic_variable_same,28,253,0028_1.jpg,0253_2.jpg,0
arabic_variable_same,28,254,0028_1.jpg,0254_2.jpg,0
arabic_variable_same,28,257,0028_1.jpg,0257_2.jpg,0
arabic_variable_same,28,258,0028_1.jpg,0258_2.jpg,0
arabic_variable_same,28,268,0028_1.jpg,0268_2.jpg,0
arabic_variable_same,28,269,0028_1.jpg,0269_2.jpg,0
arabic_variable_same,28,270,0028_1.jpg,0270_2.jpg,0
arabic_variable_same,28,277,0028_1.jpg,0277_2.jpg,0
arabic_variable_same,28,278,0028_1.jpg,0278_2.jpg,0
arabic_variable_same,32,5,0032_1.jpg,0005_2.jpg,0
arabic_variable_same,32,9,0032_1.jpg,0009_2.jpg,0
arabic_variable_same,32,10,0032_1.jpg,0010_2.jpg,0
arabic_variable_same,32,28,0032_1.jpg,0028_2.jpg,0
arabic_variable_same,32,32,0032_1.jpg,0032_2.jpg,1
arabic_variable_same,32,33,0032_1.jpg,0033_2.jpg,0
arabic_variable_same,32,34,0032_1.jpg,0034_2.jpg,0
arabic_variable_same,32,44,0032_1.jpg,0044_2.jpg,0
arabic_variable_same,32,51,0032_1.jpg,0051_2.jpg,0
arabic_variable_same,32,54,0032_1.jpg,0054_2.jpg,0
arabic_variable_same,32,63,0032_1.jpg,0063_2.jpg,0
arabic_variable_same,32,68,0032_1.jpg,0068_2.jpg,0
arabic_variable_same,32,69,0032_1.jpg,0069_2.jpg,0
arabic_variable_same,32,73,0032_1.jpg,0073_2.jpg,0
arabic_variable_same,32,95,0032_1.jpg,0095_2.jpg,0
arabic_variable_same,32,121,0032_1.jpg,0121_2.jpg,0
arabic_variable_same,32,128,0032_1.jpg,0128_2.jpg,0
arabic_variable_same,32,129,0032_1.jpg,0129_2.jpg,0
arabic_variable_same,32,131,0032_1.jpg,0131_2.jpg,0
