role,condition,left_writer,right_writer,left_filename,right_filename,label
selection,cross_variable_variable,6,6,0006_1.jpg,0006_3.jpg,1
selection,cross_variable_variable,6,12,0006_1.jpg,0012_3.jpg,0
selection,cross_variable_variable,6,15,0006_1.jpg,0015_3.jpg,0
selection,cross_variable_variable,6,18,0006_1.jpg,0018_3.jpg,0
selection,cross_variable_variable,6,35,0006_1.jpg,0035_3.jpg,0
selection,cross_variable_variable,6,42,0006_1.jpg,0042_3.jpg,0
selection,cross_variable_variable,6,43,0006_1.jpg,0043_3.jpg,0
selection,cross_variable_variable,6,60,0006_1.jpg,0060_3.jpg,0
selection,cross_variable_variable,6,66,0006_1.jpg,0066_3.jpg,0
selection,cross_variable_variable,6,67,0006_1.jpg,0067_3.jpg,0
selection,cross_variable_variable,6,79,0006_1.jpg,0079_3.jpg,0
selection,cross_variable_variable,6,86,0006_1.jpg,0086_3.jpg,0
selection,cross_variable_variable,6,87,0006_1.jpg,0087_3.jpg,0
selection,cross_variable_variable,6,89,0006_1.jpg,0089_3.jpg,0
selection,cross_variable_variable,6,91,0006_1.jpg,0091_3.jpg,0
selection,cross_variable_variable,6,93,0006_1.jpg,0093_3.jpg,0
selection,cross_variable_variable,6,106,0006_1.jpg,0106_3.jpg,0
selection,cross_variable_variable,6,109,0006_1.jpg,0109_3.jpg,0
selection,cross_variable_variable,6,114,0006_1.jpg,0114_3.jpg,0
selection,cross_variable_variable,6,130,0006_1.jpg,0130_3.jpg,0
selection,cross_variable_variable,6,132,0006_1.jpg,0132_3.jpg,0
selection,cross_variable_variable,6,148,0006_1.jpg,0148_3.jpg,0
selection,cross_variable_variable,6,154,0006_1.jpg,0154_3.jpg,0
selection,cross_variable_variable,6,161,0006_1.jpg,0161_3.jpg,0
selection,cross_variable_variable,6,200,0006_1.jpg,0200_3.jpg,0
selection,cross_variable_variable,6,204,0006_1.jpg,0204_3.jpg,0
selection,cross_variable_variable,6,216,0006_1.jpg,0216_3.jpg,0
selection,cross_variable_variable,6,219,0006_1.jpg,0219_3.jpg,0
selection,cross_variable_variable,6,224,0006_1.jpg,0224_3.jpg,0
selection,cross_variable_variable,6,237,0006_1.jpg,0237_3.jpg,0
selection,cross_variable_variable,6,239,0006_1.jpg,0239_3.jpg,0
selection,cross_variable_variable,6,248,0006_1.jpg,0248_3.jpg,0
selection,cross_variable_variable,6,266,0006_1.jpg,0266_3.jpg,0
selection,cross_variable_variable,6,271,0006_1.jpg,0271_3.jpg,0
selection,cross_variable_variable,6,279,0006_1.jpg,0279_3.jpg,0
selection,cross_variable_variable,6,282,0006_1.jpg,0282_3.jpg,0
selection,cross_variable_variable,12,6,0012_1.jpg,0006_3.jpg,0
selection,cross_variable_variable,12,12,0012_1.jpg,0012_3.jpg,1
selection,cross_variable_variable,12,15,0012_1.jpg,0015_3.jpg,0
selection,cross_variable_variable,12,18,0012_1.jpg,0018_3.jpg,0
selection,cross_variable_variable,12,35,0012_1.jpg,0035_3.jpg,0
selection,cross_variable_variable,12,42,0012_1.jpg,0042_3.jpg,0
selection,cross_variable_variable,12,43,0012_1.jpg,0043_3.jpg,0
selection,cross_variable_variable,12,60,0012_1.jpg,0060_3.jpg,0
selection,cross_variable_variable,12,66,0012_1.jpg,0066_3.jpg,0
selection,cross_variable_variable,12,67,0012_1.jpg,0067_3.jpg,0
selection,cross_variable_variable,12,79,0012_1.jpg,0079_3.jpg,0
selection,cross_variable_variable,12,86,0012_1.jpg,0086_3.jpg,0
selection,cross_variable_variable,12,87,0012_1.jpg,0087_3.jpg,0
selection,cross_variable_variable,12,89,0012_1.jpg,0089_3.jpg,0
selection,cross_variable_variable,12,91,0012_1.jpg,0091_3.jpg,0
selection,cross_variable_variable,12,93,0012_1.jpg,0093_3.jpg,0
selection,cross_variable_variable,12,106,0012_1.jpg,0106_3.jpg,0
selection,cross_variable_variable,12,109,0012_1.jpg,0109_3.jpg,0
selection,cross_variable_variable,12,114,0012_1.jpg,0114_3.jpg,0
selection,cross_variable_variable,12,130,0012_1.jpg,0130_3.jpg,0
selection,cross_variable_variable,12,132,0012_1.jpg,0132_3.jpg,0
selection,cross_variable_variable,12,148,0012_1.jpg,0148_3.jpg,0
selection,cross_variable_variable,12,154,0012_1.jpg,0154_3.jpg,0
selection,cross_variable_variable,12,161,0012_1.jpg,0161_3.jpg,0
selection,cross_variable_variable,12,200,0012_1.jpg,0200_3.jpg,0
selection,cross_variable_variable,12,204,0012_1.jpg,0204_3.jpg,0
selection,cross_variable_variable,12,216,0012_1.jpg,0216_3.jpg,0
selection,cross_variable_variable,12,219,0012_1.jpg,0219_3.jpg,0
selection,cross_variable_variable,12,224,0012_1.jpg,0224_3.jpg,0
selection,cross_variable_variable,12,237,0012_1.jpg,0237_3.jpg,0
selection,cross_variable_variable,12,239,0012_1.jpg,0239_3.jpg,0
selection,cross_variable_variable,12,248,0012_1.jpg,0248_3.jpg,0
selection,cross_variable_variable,12,266,0012_1.jpg,0266_3.jpg,0
selection,cross_variable_variable,12,271,0012_1.jpg,0271_3.jpg,0
selection,cross_variable_variable,12,279,0012_1.jpg,0279_3.jpg,0
selection,cross_variable_variable,12,282,0012_1.jpg,0282_3.jpg,0
selection,cross_variable_variable,15,6,0015_1.jpg,0006_3.jpg,0
selection,cross_variable_variable,15,12,0015_1.jpg,0012_3.jpg,0
selection,cross_variable_variable,15,15,0015_1.jpg,0015_3.jpg,1
selection,cross_variable_variable,15,18,0015_1.jpg,0018_3.jpg,0
selection,cross_variable_variable,15,35,0015_1.jpg,0035_3.jpg,0
selection,cross_variable_variable,15,42,0015_1.jpg,0042_3.jpg,0
selection,cross_variable_variable,15,43,0015_1.jpg,0043_3.jpg,0
selection,cross_variable_variable,15,60,0015_1.jpg,0060_3.jpg,0
selection,cross_variable_variable,15,66,0015_1.jpg,0066_3.jpg,0
selection,cross_variable_variable,15,67,0015_1.jpg,0067_3.jpg,0
selection,cross_variable_variable,15,79,0015_1.jpg,0079_3.jpg,0
selection,cross_variable_variable,15,86,0015_1.jpg,0086_3.jpg,0
selection,cross_variable_variable,15,87,0015_1.jpg,0087_3.jpg,0
selection,cross_variable_variable,15,89,0015_1.jpg,0089_3.jpg,0
selection,cross_variable_variable,15,91,0015_1.jpg,0091_3.jpg,0
selection,cross_variable_variable,15,93,0015_1.jpg,0093_3.jpg,0
selection,cross_variable_variable,15,106,0015_1.jpg,0106_3.jpg,0
selection,cross_variable_variable,15,109,0015_1.jpg,0109_3.jpg,0
selection,cross_variable_variable,15,114,0015_1.jpg,0114_3.jpg,0
selection,cross_variable_variable,15,130,0015_1.jpg,0130_3.jpg,0
selection,cross_variable_variable,15,132,0015_1.jpg,0132_3.jpg,0
selection,cross_variable_variable,15,148,0015_1.jpg,0148_3.jpg,0
selection,cross_variable_variable,15,154,0015_1.jpg,0154_3.jpg,0
selection,cross_variable_variable,15,161,0015_1.jpg,0161_3.jpg,0
selection,cross_variable_variable,15,200,0015_1.jpg,0200_3.jpg,0
selection,cross_variable_variable,15,204,0015_1.jpg,0204_3.jpg,0
selection,cross_variable_variable,15,216,0015_1.jpg,0216_3.jpg,0
selection,cross_variable_variable,15,219,0015_1.jpg,0219_3.jpg,0
selection,cross_variable_variable,15,224,0015_1.jpg,0224_3.jpg,0
selection,cross_variable_variable,15,237,0015_1.jpg,0237_3.jpg,0
selection,cross_variable_variable,15,239,0015_1.jpg,0239_3.jpg,0
selection,cross_variable_variable,15,248,0015_1.jpg,0248_3.jpg,0
selection,cross_variable_variable,15,266,0015_1.jpg,0266_3.jpg,0
selection,cross_variable_variable,15,271,0015_1.jpg,0271_3.jpg,0
selection,cross_variable_variable,15,279,0015_1.jpg,0279_3.jpg,0
selection,cross_variable_variable,15,282,0015_1.jpg,0282_3.jpg,0
selection,cross_variable_variable,18,6,0018_1.jpg,0006_3.jpg,0
selection,cross_variable_variable,18,12,0018_1.jpg,0012_3.jpg,0
selection,cross_variable_variable,18,15,0018_1.jpg,0015_3.jpg,0
selection,cross_variable_variable,18,18,0018_1.jpg,0018_3.jpg,1
selection,cross_variable_variable,18,35,0018_1.jpg,0035_3.jpg,0
selection,cross_variable_variable,18,42,0018_1.jpg,0042_3.jpg,0
selection,cross_variable_variable,18,43,0018_1.jpg,0043_3.jpg,0
selection,cross_variable_variable,18,60,0018_1.jpg,0060_3.jpg,0
selection,cross_variable_variable,18,66,0018_1.jpg,0066_3.jpg,0
selection,cross_variable_variable,18,67,0018_1.jpg,0067_3.jpg,0
selection,cross_variable_variable,18,79,0018_1.jpg,0079_3.jpg,0
selection,cross_variable_variable,18,86,0018_1.jpg,0086_3.jpg,0
selection,cross_variable_variable,18,87,0018_1.jpg,0087_3.jpg,0
selection,cross_variable_variable,18,89,0018_1.jpg,0089_3.jpg,0
selection,cross_variable_variable,18,91,0018_1.jpg,0091_3.jpg,0
selection,cross_variable_variable,18,93,0018_1.jpg,0093_3.jpg,0
selection,cross_variable_variable,18,106,0018_1.jpg,0106_3.jpg,0
selection,cross_variable_variable,18,109,0018_1.jpg,0109_3.jpg,0
selection,cross_variable_variable,18,114,0018_1.jpg,0114_3.jpg,0
selection,cross_variable_variable,18,130,0018_1.jpg,0130_3.jpg,0
selection,cross_variable_variable,18,132,0018_1.jpg,0132_3.jpg,0
selection,cross_variable_variable,18,148,0018_1.jpg,0148_3.jpg,0
selection,cross_variable_variable,18,154,0018_1.jpg,0154_3.jpg,0
selection,cross_variable_variable,18,161,0018_1.jpg,0161_3.jpg,0
selection,cross_variable_variable,18,200,0018_1.jpg,0200_3.jpg,0
selection,cross_variable_variable,18,204,0018_1.jpg,0204_3.jpg,0
selection,cross_variable_variable,18,216,0018_1.jpg,0216_3.jpg,0
selection,cross_variable_variable,18,219,0018_1.jpg,0219_3.jpg,0
selection,cross_variable_variable,18,224,0018_1.jpg,0224_3.jpg,0
selection,cross_variable_variable,18,237,0018_1.jpg,0237_3.jpg,0
selection,cross_variable_variable,18,239,0018_1.jpg,0239_3.jpg,0
selection,cross_variable_variable,18,248,0018_1.jpg,0248_3.jpg,0
selection,cross_variable_variable,18,266,0018_1.jpg,0266_3.jpg,0
selection,cross_variable_variable,18,271,0018_1.jpg,0271_3.jpg,0
selection,cross_variable_variable,18,279,0018_1.jpg,0279_3.jpg,0
selection,cross_variable_variable,18,282,0018_1.jpg,0282_3.jpg,0
selection,cross_variable_variable,35,6,0035_1.jpg,0006_3.jpg,0
selection,cross_variable_variable,35,12,0035_1.jpg,0012_3.jpg,0
selection,cross_variable_variable,35,15,0035_1.jpg,0015_3.jpg,0
selection,cross_variable_variable,35,18,0035_1.jpg,0018_3.jpg,0
selection,cross_variable_variable,35,35,0035_1.jpg,0035_3.jpg,1
selection,cross_variable_variable,35,42,0035_1.jpg,0042_3.jpg,0
selection,cross_variable_variable,35,43,0035_1.jpg,0043_3.jpg,0
selection,cross_variable_variable,35,60,0035_1.jpg,0060_3.jpg,0
selection,cross_variable_variable,35,66,0035_1.jpg,0066_3.jpg,0
selection,cross_variable_variable,35,67,0035_1.jpg,0067_3.jpg,0
selection,cross_variable_variable,35,79,0035_1.jpg,0079_3.jpg,0
selection,cross_variable_variable,35,86,0035_1.jpg,0086_3.jpg,0
selection,cross_variable_variable,35,87,0035_1.jpg,0087_3.jpg,0
selection,cross_variable_variable,35,89,0035_1.jpg,0089_3.jpg,0
selection,cross_variable_variable,35,91,0035_1.jpg,0091_3.jpg,0
selection,cross_variable_variable,35,93,0035_1.jpg,0093_3.jpg,0
selection,cross_variable_variable,35,106,0035_1.jpg,0106_3.jpg,0
selection,cross_variable_variable,35,109,0035_1.jpg,0109_3.jpg,0
selection,cross_variable_variable,35,114,0035_1.jpg,0114_3.jpg,0
selection,cross_variable_variable,35,130,0035_1.jpg,0130_3.jpg,0
selection,cross_variable_variable,35,132,0035_1.jpg,0132_3.jpg,0
selection,cross_variable_variable,35,148,0035_1.jpg,0148_3.jpg,0
selection,cross_variable_variable,35,154,0035_1.jpg,0154_3.jpg,0
selection,cross_variable_variable,35,161,0035_1.jpg,0161_3.jpg,0
selection,cross_variable_variable,35,200,0035_1.jpg,0200_3.jpg,0
selection,cross_variable_variable,35,204,0035_1.jpg,0204_3.jpg,0
selection,cross_variable_variable,35,216,0035_1.jpg,0216_3.jpg,0
selection,cross_variable_variable,35,219,0035_1.jpg,0219_3.jpg,0
selection,cross_variable_variable,35,224,0035_1.jpg,0224_3.jpg,0
selection,cross_variable_variable,35,237,0035_1.jpg,0237_3.jpg,0
selection,cross_variable_variable,35,239,0035_1.jpg,0239_3.jpg,0
selection,cross_variable_variable,35,248,0035_1.jpg,0248_3.jpg,0
selection,cross_variable_variable,35,266,0035_1.jpg,0266_3.jpg,0
selection,cross_variable_variable,35,271,0035_1.jpg,0271_3.jpg,0
selection,cross_variable_variable,35,279,0035_1.jpg,0279_3.jpg,0
selection,cross_variable_variable,35,282,0035_1.jpg,0282_3.jpg,0
selection,cross_variable_variable,42,6,0042_1.jpg,0006_3.jpg,0
selection,cross_variable_variable,42,12,0042_1.jpg,0012_3.jpg,0
selection,cross_variable_variable,42,15,0042_1.jpg,0015_3.jpg,0
selection,cross_variable_variable,42,18,0042_1.jpg,0018_3.jpg,0
selection,cross_variable_variable,42,35,0042_1.jpg,0035_3.jpg,0
selection,cross_variable_variable,42,42,0042_1.jpg,0042_3.jpg,1
selection,cross_variable_variable,42,43,0042_1.jpg,0043_3.jpg,0
selection,cross_variable_variable,42,60,0042_1.jpg,0060_3.jpg,0
selection,cross_variable_variable,42,66,0042_1.jpg,0066_3.jpg,0
selection,cross_variable_variable,42,67,0042_1.jpg,0067_3.jpg,0
selection,cross_variable_variable,42,79,0042_1.jpg,0079_3.jpg,0
selection,cross_variable_variable,42,86,0042_1.jpg,0086_3.jpg,0
selection,cross_variable_variable,42,87,0042_1.jpg,0087_3.jpg,0
selection,cross_variable_variable,42,89,0042_1.jpg,0089_3.jpg,0
selection,cross_variable_variable,42,91,0042_1.jpg,0091_3.jpg,0
selection,cross_variable_variable,42,93,0042_1.jpg,0093_3.jpg,0
selection,cross_variable_variable,42,106,0042_1.jpg,0106_3.jpg,0
selection,cross_variable_variable,42,109,0042_1.jpg,0109_3.jpg,0
selection,cross_variable_variable,42,114,0042_1.jpg,0114_3.jpg,0
selection,cross_variable_variable,42,130,0042_1.jpg,0130_3.jpg,0
selection,cross_variable_variable,42,132,0042_1.jpg,0132_3.jpg,0
selection,cross_variable_variable,42,148,0042_1.jpg,0148_3.jpg,0
selection,cross_variable_variable,42,154,0042_1.jpg,0154_3.jpg,0
selection,cross_variable_variable,42,161,0042_1.jpg,0161_3.jpg,0
selection,cross_variable_variable,42,200,0042_1.jpg,0200_3.jpg,0
selection,cross_variable_variable,42,204,0042_1.jpg,0204_3.jpg,0
selection,cross_variable_variable,42,216,0042_1.jpg,0216_3.jpg,0
selection,cross_variable_variable,42,219,0042_1.jpg,0219_3.jpg,0
selection,cross_variable_variable,42,224,0042_1.jpg,0224_3.jpg,0
selection,cross_variable_variable,42,237,0042_1.jpg,0237_3.jpg,0
selection,cross_variable_variable,42,239,0042_1.jpg,0239_3.jpg,0
selection,cross_variable_variable,42,248,0042_1.jpg,0248_3.jpg,0
selection,cross_variable_variable,42,266,0042_1.jpg,0266_3.jpg,0
selection,cross_variable_variable,42,271,0042_1.jpg,0271_3.jpg,0
selection,cross_variable_variable,42,279,0042_1.jpg,0279_3.jpg,0
selection,cross_variable_variable,42,282,0042_1.jpg,0282_3.jpg,0
selection,cross_variable_variable,43,6,0043_1.jpg,0006_3.jpg,0
selection,cross_variable_variable,43,12,0043_1.jpg,0012_3.jpg,0
selection,cross_variable_variable,43,15,0043_1.jpg,0015_3.jpg,0
selection,cross_variable_variable,43,18,0043_1.jpg,0018_3.jpg,0
selection,cross_variable_variable,43,35,0043_1.jpg,0035_3.jpg,0
selection,cross_variable_variable,43,42,0043_1.jpg,0042_3.jpg,0
selection,cross_variable_variable,43,43,0043_1.jpg,0043_3.jpg,1
selection,cross_variable_variable,43,60,0043_1.jpg,0060_3.jpg,0
selection,cross_variable_variable,43,66,0043_1.jpg,0066_3.jpg,0
selection,cross_variable_variable,43,67,0043_1.jpg,0067_3.jpg,0
selection,cross_variable_variable,43,79,0043_1.jpg,0079_3.jpg,0
selection,cross_variable_variable,43,86,0043_1.jpg,0086_3.jpg,0
selection,cross_variable_variable,43,87,0043_1.jpg,0087_3.jpg,0
selection,cross_variable_variable,43,89,0043_1.jpg,0089_3.jpg,0
selection,cross_variable_variable,43,91,0043_1.jpg,0091_3.jpg,0
selection,cross_variable_variable,43,93,0043_1.jpg,0093_3.jpg,0
selection,cross_variable_variable,43,106,0043_1.jpg,0106_3.jpg,0
selection,cross_variable_variable,43,109,0043_1.jpg,0109_3.jpg,0
selection,cross_variable_variable,43,114,0043_1.jpg,0114_3.jpg,0
selection,cross_variable_variable,43,130,0043_1.jpg,0130_3.jpg,0
selection,cross_variable_variable,43,132,0043_1.jpg,0132_3.jpg,0
selection,cross_variable_variable,43,148,0043_1.jpg,0148_3.jpg,0
selection,cross_variable_variable,43,154,0043_1.jpg,0154_3.jpg,0
selection,cross_variable_variable,43,161,0043_1.jpg,0161_3.jpg,0
selection,cross_variable_variable,43,200,0043_1.jpg,0200_3.jpg,0
selection,cross_variable_variable,43,204,0043_1.jpg,0204_3.jpg,0
selection,cross_variable_variable,43,216,0043_1.jpg,0216_3.jpg,0
selection,cross_variable_variable,43,219,0043_1.jpg,0219_3.jpg,0
selection,cross_variable_variable,43,224,0043_1.jpg,0224_3.jpg,0
selection,cross_variable_variable,43,237,0043_1.jpg,0237_3.jpg,0
selection,cross_variable_variable,43,239,0043_1.jpg,0239_3.jpg,0
selection,cross_variable_variable,43,248,0043_1.jpg,0248_3.jpg,0
selection,cross_variable_variable,43,266,0043_1.jpg,0266_3.jpg,0
selection,cross_variable_variable,43,271,0043_1.jpg,0271_3.jpg,0
selection,cross_variable_variable,43,279,0043_1.jpg,0279_3.jpg,0
selection,cross_variable_variable,43,282,0043_1.jpg,0282_3.jpg,0
selection,cross_variable_variable,60,6,0060_1.jpg,0006_3.jpg,0
selection,cross_variable_variable,60,12,0060_1.jpg,0012_3.jpg,0
selection,cross_variable_variable,60,15,0060_1.jpg,0015_3.jpg,0
selection,cross_variable_variable,60,18,0060_1.jpg,0018_3.jpg,0
selection,cross_variable_variable,60,35,0060_1.jpg,0035_3.jpg,0
selection,cross_variable_variable,60,42,0060_1.jpg,0042_3.jpg,0
selection,cross_variable_variable,60,43,0060_1.jpg,0043_3.jpg,0
selection,cross_variable_variable,60,60,0060_1.jpg,0060_3.jpg,1
selection,cross_variable_variable,60,66,0060_1.jpg,0066_3.jpg,0
selection,cross_variable_variable,60,67,0060_1.jpg,0067_3.jpg,0
selection,cross_variable_variable,60,79,0060_1.jpg,0079_3.jpg,0
selection,cross_variable_variable,60,86,0060_1.jpg,0086_3.jpg,0
selection,cross_variable_variable,60,87,0060_1.jpg,0087_3.jpg,0
selection,cross_variable_variable,60,89,0060_1.jpg,0089_3.jpg,0
selection,cross_variable_variable,60,91,0060_1.jpg,0091_3.jpg,0
selection,cross_variable_variable,60,93,0060_1.jpg,0093_3.jpg,0
selection,cross_variable_variable,60,106,0060_1.jpg,0106_3.jpg,0
selection,cross_variable_variable,60,109,0060_1.jpg,0109_3.jpg,0
selection,cross_variable_variable,60,114,0060_1.jpg,0114_3.jpg,0
selection,cross_variable_variable,60,130,0060_1.jpg,0130_3.jpg,0
selection,cross_variable_variable,60,132,0060_1.jpg,0132_3.jpg,0
selection,cross_variable_variable,60,148,0060_1.jpg,0148_3.jpg,0
selection,cross_variable_variable,60,154,0060_1.jpg,0154_3.jpg,0
selection,cross_variable_variable,60,161,0060_1.jpg,0161_3.jpg,0
selection,cross_variable_variable,60,200,0060_1.jpg,0200_3.jpg,0
selection,cross_variable_variable,60,204,0060_1.jpg,0204_3.jpg,0
selection,cross_variable_variable,60,216,0060_1.jpg,0216_3.jpg,0
selection,cross_variable_variable,60,219,0060_1.jpg,0219_3.jpg,0
selection,cross_variable_variable,60,224,0060_1.jpg,0224_3.jpg,0
selection,cross_variable_variable,60,237,0060_1.jpg,0237_3.jpg,0
selection,cross_variable_variable,60,239,0060_1.jpg,0239_3.jpg,0
selection,cross_variable_variable,60,248,0060_1.jpg,0248_3.jpg,0
selection,cross_variable_variable,60,266,0060_1.jpg,0266_3.jpg,0
selection,cross_variable_variable,60,271,0060_1.jpg,0271_3.jpg,0
selection,cross_variable_variable,60,279,0060_1.jpg,0279_3.jpg,0
selection,cross_variable_variable,60,282,0060_1.jpg,0282_3.jpg,0
selection,cross_variable_variable,66,6,0066_1.jpg,0006_3.jpg,0
selection,cross_variable_variable,66,12,0066_1.jpg,0012_3.jpg,0
selection,cross_variable_variable,66,15,0066_1.jpg,0015_3.jpg,0
selection,cross_variable_variable,66,18,0066_1.jpg,0018_3.jpg,0
selection,cross_variable_variable,66,35,0066_1.jpg,0035_3.jpg,0
selection,cross_variable_variable,66,42,0066_1.jpg,0042_3.jpg,0
selection,cross_variable_variable,66,43,0066_1.jpg,0043_3.jpg,0
selection,cross_variable_variable,66,60,0066_1.jpg,0060_3.jpg,0
selection,cross_variable_variable,66,66,0066_1.jpg,0066_3.jpg,1
selection,cross_variable_variable,66,67,0066_1.jpg,0067_3.jpg,0
selection,cross_variable_variable,66,79,0066_1.jpg,0079_3.jpg,0
selection,cross_variable_variable,66,86,0066_1.jpg,0086_3.jpg,0
selection,cross_variable_variable,66,87,0066_1.jpg,0087_3.jpg,0
selection,cross_variable_variable,66,89,0066_1.jpg,0089_3.jpg,0
selection,cross_variable_variable,66,91,0066_1.jpg,0091_3.jpg,0
selection,cross_variable_variable,66,93,0066_1.jpg,0093_3.jpg,0
selection,cross_variable_variable,66,106,0066_1.jpg,0106_3.jpg,0
selection,cross_variable_variable,66,109,0066_1.jpg,0109_3.jpg,0
selection,cross_variable_variable,66,114,0066_1.jpg,0114_3.jpg,0
selection,cross_variable_variable,66,130,0066_1.jpg,0130_3.jpg,0
selection,cross_variable_variable,66,132,0066_1.jpg,0132_3.jpg,0
selection,cross_variable_variable,66,148,0066_1.jpg,0148_3.jpg,0
selection,cross_variable_variable,66,154,0066_1.jpg,0154_3.jpg,0
selection,cross_variable_variable,66,161,0066_1.jpg,0161_3.jpg,0
selection,cross_variable_variable,66,200,0066_1.jpg,0200_3.jpg,0
selection,cross_variable_variable,66,204,0066_1.jpg,0204_3.jpg,0
selection,cross_variable_variable,66,216,0066_1.jpg,0216_3.jpg,0
selection,cross_variable_variable,66,219,0066_1.jpg,0219_3.jpg,0
selection,cross_variable_variable,66,224,0066_1.jpg,0224_3.jpg,0
selection,cross_variable_variable,66,237,0066_1.jpg,0237_3.jpg,0
selection,cross_variable_variable,66,239,0066_1.jpg,0239_3.jpg,0
selection,cross_variable_variable,66,248,0066_1.jpg,0248_3.jpg,0
selection,cross_variable_variable,66,266,0066_1.jpg,0266_3.jpg,0
selection,cross_variable_variable,66,271,0066_1.jpg,0271_3.jpg,0
selection,cross_variable_variable,66,279,0066_1.jpg,0279_3.jpg,0
selection,cross_variable_variable,66,282,0066_1.jpg,0282_3.jpg,0
selection,cross_variable_variable,67,6,0067_1.jpg,0006_3.jpg,0
selection,cross_variable_variable,67,12,0067_1.jpg,0012_3.jpg,0
selection,cross_variable_variable,67,15,0067_1.jpg,0015_3.jpg,0
selection,cross_variable_variable,67,18,0067_1.jpg,0018_3.jpg,0
selection,cross_variable_variable,67,35,0067_1.jpg,0035_3.jpg,0
selection,cross_variable_variable,67,42,0067_1.jpg,0042_3.jpg,0
selection,cross_variable_variable,67,43,0067_1.jpg,0043_3.jpg,0
selection,cross_variable_variable,67,60,0067_1.jpg,0060_3.jpg,0
selection,cross_variable_variable,67,66,0067_1.jpg,0066_3.jpg,0
selection,cross_variable_variable,67,67,0067_1.jpg,0067_3.jpg,1
selection,cross_variable_variable,67,79,0067_1.jpg,0079_3.jpg,0
selection,cross_variable_variable,67,86,0067_1.jpg,0086_3.jpg,0
selection,cross_variable_variable,67,87,0067_1.jpg,0087_3.jpg,0
selection,cross_variable_variable,67,89,0067_1.jpg,0089_3.jpg,0
selection,cross_variable_variable,67,91,0067_1.jpg,0091_3.jpg,0
selection,cross_variable_variable,67,93,0067_1.jpg,0093_3.jpg,0
selection,cross_variable_variable,67,106,0067_1.jpg,0106_3.jpg,0
selection,cross_variable_variable,67,109,0067_1.jpg,0109_3.jpg,0
selection,cross_variable_variable,67,114,0067_1.jpg,0114_3.jpg,0
selection,cross_variable_variable,67,130,0067_1.jpg,0130_3.jpg,0
selection,cross_variable_variable,67,132,0067_1.jpg,0132_3.jpg,0
selection,cross_variable_variable,67,148,0067_1.jpg,0148_3.jpg,0
selection,cross_variable_variable,67,154,0067_1.jpg,0154_3.jpg,0
selection,cross_variable_variable,67,161,0067_1.jpg,0161_3.jpg,0
selection,cross_variable_variable,67,200,0067_1.jpg,0200_3.jpg,0
selection,cross_variable_variable,67,204,0067_1.jpg,0204_3.jpg,0
selection,cross_variable_variable,67,216,0067_1.jpg,0216_3.jpg,0
selection,cross_variable_variable,67,219,0067_1.jpg,0219_3.jpg,0
selection,cross_variable_variable,67,224,0067_1.jpg,0224_3.jpg,0
selection,cross_variable_variable,67,237,0067_1.jpg,0237_3.jpg,0
selection,cross_variable_variable,67,239,0067_1.jpg,0239_3.jpg,0
selection,cross_variable_variable,67,248,0067_1.jpg,0248_3.jpg,0
