filename,writer,page_id,language,same_text,internal_role,teacher_writer,teacher_index
0006_1.jpg,6,1,Arabic,0,selection,6,16
0006_2.jpg,6,2,Arabic,1,selection,6,17
0006_3.jpg,6,3,English,0,selection,6,18
0006_4.jpg,6,4,English,1,selection,6,19
0012_1.jpg,12,1,Arabic,0,selection,12,40
0012_2.jpg,12,2,Arabic,1,selection,12,41
0012_3.jpg,12,3,English,0,selection,12,42
0012_4.jpg,12,4,English,1,selection,12,43
0015_1.jpg,15,1,Arabic,0,selection,15,44
0015_2.jpg,15,2,Arabic,1,selection,15,45
0015_3.jpg,15,3,English,0,selection,15,46
0015_4.jpg,15,4,English,1,selection,15,47
0018_1.jpg,18,1,Arabic,0,selection,18,48
0018_2.jpg,18,2,Arabic,1,selection,18,49
0018_3.jpg,18,3,English,0,selection,18,50
0018_4.jpg,18,4,English,1,selection,18,51
0035_1.jpg,35,1,Arabic,0,selection,35,108
0035_2.jpg,35,2,Arabic,1,selection,35,109
0035_3.jpg,35,3,English,0,selection,35,110
0035_4.jpg,35,4,English,1,selection,35,111
0042_1.jpg,42,1,Arabic,0,selection,42,124
0042_2.jpg,42,2,Arabic,1,selection,42,125
0042_3.jpg,42,3,English,0,selection,42,126
0042_4.jpg,42,4,English,1,selection,42,127
0043_1.jpg,43,1,Arabic,0,selection,43,128
0043_2.jpg,43,2,Arabic,1,selection,43,129
0043_3.jpg,43,3,English,0,selection,43,130
0043_4.jpg,43,4,English,1,selection,43,131
0060_1.jpg,60,1,Arabic,0,selection,60,172
0060_2.jpg,60,2,Arabic,1,selection,60,173
0060_3.jpg,60,3,English,0,selection,60,174
0060_4.jpg,60,4,English,1,selection,60,175
0066_1.jpg,66,1,Arabic,0,selection,66,192
0066_2.jpg,66,2,Arabic,1,selection,66,193
0066_3.jpg,66,3,English,0,selection,66,194
0066_4.jpg,66,4,English,1,selection,66,195
0067_1.jpg,67,1,Arabic,0,selection,67,196
0067_2.jpg,67,2,Arabic,1,selection,67,197
0067_3.jpg,67,3,English,0,selection,67,198
0067_4.jpg,67,4,English,1,selection,67,199
0079_1.jpg,79,1,Arabic,0,selection,79,240
0079_2.jpg,79,2,Arabic,1,selection,79,241
0079_3.jpg,79,3,English,0,selection,79,242
0079_4.jpg,79,4,English,1,selection,79,243
0086_1.jpg,86,1,Arabic,0,selection,86,256
0086_2.jpg,86,2,Arabic,1,selection,86,257
0086_3.jpg,86,3,English,0,selection,86,258
0086_4.jpg,86,4,English,1,selection,86,259
0087_1.jpg,87,1,Arabic,0,selection,87,260
0087_2.jpg,87,2,Arabic,1,selection,87,261
0087_3.jpg,87,3,English,0,selection,87,262
0087_4.jpg,87,4,English,1,selection,87,263
0089_1.jpg,89,1,Arabic,0,selection,89,264
0089_2.jpg,89,2,Arabic,1,selection,89,265
0089_3.jpg,89,3,English,0,selection,89,266
0089_4.jpg,89,4,English,1,selection,89,267
0091_1.jpg,91,1,Arabic,0,selection,91,272
0091_2.jpg,91,2,Arabic,1,selection,91,273
0091_3.jpg,91,3,English,0,selection,91,274
0091_4.jpg,91,4,English,1,selection,91,275
0093_1.jpg,93,1,Arabic,0,selection,93,280
0093_2.jpg,93,2,Arabic,1,selection,93,281
0093_3.jpg,93,3,English,0,selection,93,282
0093_4.jpg,93,4,English,1,selection,93,283
0106_1.jpg,106,1,Arabic,0,selection,106,324
0106_2.jpg,106,2,Arabic,1,selection,106,325
0106_3.jpg,106,3,English,0,selection,106,326
0106_4.jpg,106,4,English,1,selection,106,327
0109_1.jpg,109,1,Arabic,0,selection,109,332
0109_2.jpg,109,2,Arabic,1,selection,109,333
0109_3.jpg,109,3,English,0,selection,109,334
0109_4.jpg,109,4,English,1,selection,109,335
0114_1.jpg,114,1,Arabic,0,selection,114,340
0114_2.jpg,114,2,Arabic,1,selection,114,341
0114_3.jpg,114,3,English,0,selection,114,342
0114_4.jpg,114,4,English,1,selection,114,343
0130_1.jpg,130,1,Arabic,0,selection,130,388
0130_2.jpg,130,2,Arabic,1,selection,130,389
0130_3.jpg,130,3,English,0,selection,130,390
0130_4.jpg,130,4,English,1,selection,130,391
0132_1.jpg,132,1,Arabic,0,selection,132,396
0132_2.jpg,132,2,Arabic,1,selection,132,397
0132_3.jpg,132,3,English,0,selection,132,398
0132_4.jpg,132,4,English,1,selection,132,399
0148_1.jpg,148,1,Arabic,0,selection,148,444
0148_2.jpg,148,2,Arabic,1,selection,148,445
0148_3.jpg,148,3,English,0,selection,148,446
0148_4.jpg,148,4,English,1,selection,148,447
0154_1.jpg,154,1,Arabic,0,selection,154,460
0154_2.jpg,154,2,Arabic,1,selection,154,461
0154_3.jpg,154,3,English,0,selection,154,462
0154_4.jpg,154,4,English,1,selection,154,463
0161_1.jpg,161,1,Arabic,0,selection,161,488
0161_2.jpg,161,2,Arabic,1,selection,161,489
0161_3.jpg,161,3,English,0,selection,161,490
0161_4.jpg,161,4,English,1,selection,161,491
0200_1.jpg,200,1,Arabic,0,selection,200,604
0200_2.jpg,200,2,Arabic,1,selection,200,605
0200_3.jpg,200,3,English,0,selection,200,606
0200_4.jpg,200,4,English,1,selection,200,607
0204_1.jpg,204,1,Arabic,0,selection,204,620
0204_2.jpg,204,2,Arabic,1,selection,204,621
0204_3.jpg,204,3,English,0,selection,204,622
0204_4.jpg,204,4,English,1,selection,204,623
0216_1.jpg,216,1,Arabic,0,selection,216,664
0216_2.jpg,216,2,Arabic,1,selection,216,665
0216_3.jpg,216,3,English,0,selection,216,666
0216_4.jpg,216,4,English,1,selection,216,667
0219_1.jpg,219,1,Arabic,0,selection,219,672
0219_2.jpg,219,2,Arabic,1,selection,219,673
0219_3.jpg,219,3,English,0,selection,219,674
0219_4.jpg,219,4,English,1,selection,219,675
0224_1.jpg,224,1,Arabic,0,selection,224,692
0224_2.jpg,224,2,Arabic,1,selection,224,693
0224_3.jpg,224,3,English,0,selection,224,694
0224_4.jpg,224,4,English,1,selection,224,695
0237_1.jpg,237,1,Arabic,0,selection,237,732
0237_2.jpg,237,2,Arabic,1,selection,237,733
0237_3.jpg,237,3,English,0,selection,237,734
0237_4.jpg,237,4,English,1,selection,237,735
0239_1.jpg,239,1,Arabic,0,selection,239,740
0239_2.jpg,239,2,Arabic,1,selection,239,741
0239_3.jpg,239,3,English,0,selection,239,742
0239_4.jpg,239,4,English,1,selection,239,743
0248_1.jpg,248,1,Arabic,0,selection,248,776
0248_2.jpg,248,2,Arabic,1,selection,248,777
0248_3.jpg,248,3,English,0,selection,248,778
0248_4.jpg,248,4,English,1,selection,248,779
0266_1.jpg,266,1,Arabic,0,selection,266,844
0266_2.jpg,266,2,Arabic,1,selection,266,845
0266_3.jpg,266,3,English,0,selection,266,846
0266_4.jpg,266,4,English,1,selection,266,847
0271_1.jpg,271,1,Arabic,0,selection,271,864
0271_2.jpg,271,2,Arabic,1,selection,271,865
0271_3.jpg,271,3,English,0,selection,271,866
0271_4.jpg,271,4,English,1,selection,271,867
0279_1.jpg,279,1,Arabic,0,selection,279,892
0279_2.jpg,279,2,Arabic,1,selection,279,893
0279_3.jpg,279,3,English,0,selection,279,894
0279_4.jpg,279,4,English,1,selection,279,895
0282_1.jpg,282,1,Arabic,0,selection,282,900
0282_2.jpg,282,2,Arabic,1,selection,282,901
0282_3.jpg,282,3,English,0,selection,282,902
0282_4.jpg,282,4,English,1,selection,282,903
