filename,writer,page_id,language,same_text,internal_role,teacher_writer,teacher_index
0001_1.jpg,1,1,Arabic,0,fit,1,0
0001_2.jpg,1,2,Arabic,1,fit,1,1
0001_3.jpg,1,3,English,0,fit,1,2
0001_4.jpg,1,4,English,1,fit,1,3
0002_1.jpg,2,1,Arabic,0,fit,2,4
0002_2.jpg,2,2,Arabic,1,fit,2,5
0002_3.jpg,2,3,English,0,fit,2,6
0002_4.jpg,2,4,English,1,fit,2,7
0003_1.jpg,3,1,Arabic,0,fit,3,8
0003_2.jpg,3,2,Arabic,1,fit,3,9
0003_3.jpg,3,3,English,0,fit,3,10
0003_4.jpg,3,4,English,1,fit,3,11
0007_1.jpg,7,1,Arabic,0,fit,7,20
0007_2.jpg,7,2,Arabic,1,fit,7,21
0007_3.jpg,7,3,English,0,fit,7,22
0007_4.jpg,7,4,English,1,fit,7,23
0008_1.jpg,8,1,Arabic,0,fit,8,24
0008_2.jpg,8,2,Arabic,1,fit,8,25
0008_3.jpg,8,3,English,0,fit,8,26
0008_4.jpg,8,4,English,1,fit,8,27
0011_1.jpg,11,1,Arabic,0,fit,11,36
0011_2.jpg,11,2,Arabic,1,fit,11,37
0011_3.jpg,11,3,English,0,fit,11,38
0011_4.jpg,11,4,English,1,fit,11,39
0019_1.jpg,19,1,Arabic,0,fit,19,52
0019_2.jpg,19,2,Arabic,1,fit,19,53
0019_3.jpg,19,3,English,0,fit,19,54
0019_4.jpg,19,4,English,1,fit,19,55
0020_1.jpg,20,1,Arabic,0,fit,20,56
0020_2.jpg,20,2,Arabic,1,fit,20,57
0020_3.jpg,20,3,English,0,fit,20,58
0020_4.jpg,20,4,English,1,fit,20,59
0021_1.jpg,21,1,Arabic,0,fit,21,60
0021_2.jpg,21,2,Arabic,1,fit,21,61
0021_3.jpg,21,3,English,0,fit,21,62
0021_4.jpg,21,4,English,1,fit,21,63
0022_1.jpg,22,1,Arabic,0,fit,22,64
0022_2.jpg,22,2,Arabic,1,fit,22,65
0022_3.jpg,22,3,English,0,fit,22,66
0022_4.jpg,22,4,English,1,fit,22,67
0025_1.jpg,25,1,Arabic,0,fit,25,68
0025_2.jpg,25,2,Arabic,1,fit,25,69
0025_3.jpg,25,3,English,0,fit,25,70
0025_4.jpg,25,4,English,1,fit,25,71
0026_1.jpg,26,1,Arabic,0,fit,26,72
0026_2.jpg,26,2,Arabic,1,fit,26,73
0026_3.jpg,26,3,English,0,fit,26,74
0026_4.jpg,26,4,English,1,fit,26,75
0027_1.jpg,27,1,Arabic,0,fit,27,76
0027_2.jpg,27,2,Arabic,1,fit,27,77
0027_3.jpg,27,3,English,0,fit,27,78
0027_4.jpg,27,4,English,1,fit,27,79
0029_1.jpg,29,1,Arabic,0,fit,29,84
0029_2.jpg,29,2,Arabic,1,fit,29,85
0029_3.jpg,29,3,English,0,fit,29,86
0029_4.jpg,29,4,English,1,fit,29,87
0030_1.jpg,30,1,Arabic,0,fit,30,88
0030_2.jpg,30,2,Arabic,1,fit,30,89
0030_3.jpg,30,3,English,0,fit,30,90
