filename,writer,page_id,language,same_text,patch_tokens,otsu_darkness_threshold,selected_token_count,rejected_token_count,selected_token_fraction,overall_darkness_mean,overall_darkness_median,selected_darkness_mean,selected_darkness_median,rejected_darkness_mean,rejected_darkness_median
0001_1.jpg,1,1,Arabic,0,1369,0.017901545390486717,156,1213,0.1139517896274653,0.004498893395066261,1.2316266406742216e-07,0.0352715440094471,0.030539821833372116,0.0005413228645920753,1.1556002732504567e-07
0001_2.jpg,1,2,Arabic,1,1369,0.018651279620826244,229,1140,0.1672753834915997,0.006745446473360062,1.4475413934178505e-07,0.036457061767578125,0.03570494428277016,0.0007770605734549463,1.222503414055609e-07
0001_3.jpg,1,3,English,0,1369,0.021977603435516357,134,1235,0.09788166544923302,0.0047477660700678825,4.5798262249263644e-07,0.04248543456196785,0.04087911546230316,0.000653152703307569,1.5326908453516808e-07
0001_4.jpg,1,4,English,1,1369,0.020904206670820713,301,1068,0.21986851716581446,0.009674668312072754,1.5478961756798526e-07,0.04077690839767456,0.03810783475637436,0.0009089623345062137,1.2392291637297603e-07
0002_1.jpg,2,1,Arabic,0,1369,0.018913053907454014,143,1226,0.10445580715850986,0.004423542879521847,2.718701637149934e-07,0.0374370776116848,0.03591536730527878,0.0005728612886741757,1.553978279389412e-07
0002_2.jpg,2,2,Arabic,1,1369,0.02090753335505724,220,1149,0.16070124178232287,0.007261074148118496,1.073613475455204e-05,0.041092272847890854,0.03979818522930145,0.0007833855343051255,1.435377185998732e-07
0002_3.jpg,2,3,English,0,1369,0.028607336804270744,138,1231,0.10080350620891161,0.00640502804890275,3.5875305002264213e-06,0.05666926130652428,0.052940815687179565,0.0007702073198743165,1.5813476750281552e-07
0002_4.jpg,2,4,English,1,1369,0.009942620526999235,235,1134,0.17165814463111762,0.0038162546698004007,1.5816518498468213e-05,0.01896682009100914,0.019028618931770325,0.0006765870493836701,1.409528209705968e-07
0003_1.jpg,3,1,Arabic,0,1369,0.02165238093584776,155,1214,0.11322132943754565,0.00554020656272769,1.672579372780092e-07,0.04288173094391823,0.04222499951720238,0.000772548490203917,1.4247333979255927e-07
0003_2.jpg,3,2,Arabic,1,1369,0.022097913548350334,256,1113,0.18699780861943024,0.009019712917506695,4.510216604103334e-05,0.04289769381284714,0.042781680822372437,0.0012274732580408454,1.4688286853470345e-07
0003_3.jpg,3,3,English,0,1369,0.020110093988478184,162,1207,0.1183345507669832,0.00555547047406435,0.00011137370893266052,0.039125606417655945,0.03855392336845398,0.0010497852927073836,2.390572080912534e-05
0003_4.jpg,3,4,English,1,1369,0.020815878175199032,343,1026,0.2505478451424397,0.011327442713081837,5.96904028498102e-05,0.039638858288526535,0.039470721036195755,0.0018627092940732837,1.3106939888984925e-07
0007_1.jpg,7,1,Arabic,0,1369,0.014271656516939402,160,1209,0.1168736303871439,0.003579916898161173,1.1860107917982532e-07,0.02797839604318142,0.02645707130432129,0.000351002614479512,1.1191076509931008e-07
0007_2.jpg,7,2,Arabic,1,1369,0.014521908015012741,186,1183,0.1358655953250548,0.004337683320045471,1.30157076227988e-07,0.02843337133526802,0.026991475373506546,0.0005491812480613589,1.1799286880886939e-07
0007_3.jpg,7,3,English,0,1369,0.02022476214915514,132,1237,0.09642074506939372,0.004538077395409346,1.2529139326034056e-07,0.039670467376708984,0.03529876470565796,0.0007891081622801721,1.1738465843791346e-07
0007_4.jpg,7,4,English,1,1369,0.022102260030806065,200,1169,0.14609203798392986,0.007312769070267677,1.5509371564803587e-07,0.0423906147480011,0.03949294984340668,0.0013114259345456958,1.3167760926080518e-07
